%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@H1config.txt'
%% columns:
%% Alpha   Delta        A_H1         B_H1         C_H1         D_H1
3.9430413  0.9463487   0.23385747   0.24557891  -0.00032238   0.05743036
2.2838335  0.3192344   0.11193035   0.23308189  -0.00198241   0.02608501
1.9558962  0.0156188   0.07787879   0.22535273  -0.00346560   0.01753819
2.6172771  -0.7912706   0.20490088   0.24645238  -0.00260568   0.05049152
5.6562305  0.6342944   0.17291337   0.23971024   0.00342375   0.04143738
0.0292808  0.7471203   0.20028257   0.24741758  -0.00196987   0.04954955
5.4256593  0.3428771   0.11113603   0.22955324   0.00430087   0.02549314
6.1653951  0.0640837   0.07897399   0.23021053   0.00218853   0.01817585
0.0385311  -0.1213932   0.08354890   0.23011597   0.00263273   0.01921901
0.4476982  0.7798628   0.21257095   0.24727929  -0.00159717   0.05256184
5.1214442  -0.2732561   0.10361040   0.23081383   0.00255991   0.02390816
4.9700577  -1.4347983   0.26683733   0.26599070   0.00313283   0.07096643
5.4757656  0.7253974   0.19263269   0.24049729   0.00362546   0.04631450
0.1561561  0.9490160   0.23609263   0.25437522  -0.00302404   0.06004697
3.8014828  0.9712097   0.23762943   0.24728510  -0.00141405   0.05876022
0.6918770  0.9533235   0.24235727   0.25396794   0.00065888   0.06155054
3.1415978  0.6812281   0.18673605   0.24480160  -0.00253833   0.04570684
5.8813953  1.1539913   0.25109780   0.26046252   0.00159886   0.06539901
5.6151147  0.1614416   0.08486469   0.22910008   0.00376473   0.01942833
4.6178790  1.0325368   0.23945430   0.25007823   0.00034964   0.05988219
5.1497951  0.1819264   0.08715874   0.22502610   0.00402307   0.01959681
2.4048061  -0.9047794   0.22473942   0.24773370  -0.00313953   0.05566567
2.3405705  -0.0198383   0.07771052   0.22795163  -0.00359701   0.01770130
6.1115283  0.4091361   0.12497148   0.23591879   0.00094900   0.02948222
2.3349757  0.1213295   0.08360540   0.22925158  -0.00298484   0.01915776
2.5589536  -0.1646203   0.08511202   0.22971795  -0.00353256   0.01953928
0.5994637  -0.6075316   0.17238297   0.23473002   0.00267780   0.04045629
4.7744840  0.7734527   0.20178157   0.23787932   0.00143516   0.04799760
3.9367801  -0.4142949   0.13266261   0.23430137  -0.00044866   0.03108283
3.5015831  -1.0106278   0.24685012   0.25535312   0.00251091   0.06302764
0.3974242  -0.8740684   0.22361796   0.24674146   0.00334156   0.05516465
2.8828565  0.7321741   0.19785097   0.24804515  -0.00036795   0.04907584
0.5398656  -0.5798308   0.16624993   0.23459119   0.00301595   0.03899167
4.9288531  -1.2408121   0.26318914   0.26507556   0.00299242   0.06975605
2.4664710  0.0549320   0.07902597   0.22922608  -0.00313689   0.01810497
4.0197145  -0.0520432   0.08104384   0.22463584  -0.00049770   0.01820510
0.0275920  0.0067863   0.07844519   0.22966649   0.00215452   0.01801159
1.4560156  0.5093202   0.15204340   0.23973517  -0.00078341   0.03644954
1.0067929  -0.1616390   0.08736209   0.22245397   0.00005468   0.01943404
4.1178888  1.1487780   0.25240952   0.25386727   0.00160308   0.06407594
0.7766442  1.0630739   0.25435349   0.25803852   0.00168936   0.06563015
2.9963479  1.2726689   0.25821570   0.26551193  -0.00002779   0.06855935
4.9288896  -0.9618123   0.24155614   0.25786692   0.00235127   0.06228381
5.0612067  0.6689277   0.18105702   0.23460950   0.00279302   0.04246990
2.2751253  0.7235660   0.20155473   0.24634239   0.00000018   0.04965147
4.0392570  0.2525562   0.09943445   0.22376324  -0.00069700   0.02224929
3.0978580  -1.3606814   0.26133534   0.26653594   0.00193527   0.06965152
4.9471200  -1.1831474   0.26091102   0.26380503   0.00287958   0.06882135
0.7861573  0.0855969   0.08300482   0.22564892   0.00069410   0.01872947
0.2023547  -0.2904352   0.10560442   0.23130056   0.00318984   0.02441619
3.6054555  -0.1236411   0.08562426   0.22811405  -0.00097626   0.01953114
0.8371556  0.4805718   0.14745802   0.23680311   0.00060073   0.03491816
0.0049881  -0.2833388   0.10381181   0.23266496   0.00293148   0.02414478
0.2383853  -0.7695398   0.20489758   0.24524865   0.00354587   0.05023828
2.0495320  0.1357406   0.08498918   0.22782892  -0.00309459   0.01935342
5.8037089  0.8016413   0.20679545   0.24735676   0.00227603   0.05114707
1.6884771  -0.3938338   0.12118268   0.22511779  -0.00308704   0.02727085
0.7431060  -0.0524215   0.08115339   0.22451204   0.00110832   0.01821868
4.7262922  0.5532086   0.15561543   0.22909763   0.00233653   0.03564567
5.7916589  0.0970416   0.07983902   0.22979900   0.00318247   0.01833680
3.9626004  0.8479367   0.21912099   0.24154337  -0.00054467   0.05292693
3.5142799  -0.2993900   0.10849221   0.23184760  -0.00001988   0.02515366
3.9472359  -0.3238044   0.11407907   0.23129334  -0.00044533   0.02638553
3.3291615  -0.1711981   0.08869053   0.23024248  -0.00096819   0.02041939
2.7027891  -0.4246256   0.12703186   0.23523636  -0.00270460   0.02987520
5.0052488  0.0095089   0.07751582   0.22441973   0.00338192   0.01738464
6.1127911  0.1756635   0.08694647   0.23118515   0.00195503   0.02009691
0.0479672  1.2505941   0.25924709   0.26391140  -0.00281603   0.06841033
3.5006235  -0.5408864   0.15951808   0.23892762   0.00126675   0.03811167
2.6562261  -0.2373478   0.09373219   0.23112057  -0.00320137   0.02165319
2.9026062  -0.1173679   0.08147805   0.23058099  -0.00237493   0.01878165
4.2080181  -0.0382014   0.07970933   0.22358838   0.00017486   0.01782205
5.4280830  0.6682773   0.18075188   0.23800142   0.00377952   0.04300492
2.0083315  1.0553395   0.25327617   0.25838882  -0.00173349   0.06544072
5.1314222  -0.2745568   0.10385022   0.23088235   0.00255314   0.02397066
0.1833119  -0.7862633   0.20777042   0.24663246   0.00337553   0.05123154
3.5048601  -0.8684066   0.22736803   0.25060424   0.00230379   0.05697408
3.3357972  1.5182733   0.26494205   0.26568252  -0.00297368   0.07038163
3.1074472  -0.1274310   0.08313339   0.23049325  -0.00171684   0.01915874
4.9034131  -0.3560734   0.11872716   0.23315489   0.00215908   0.02767716
1.1343518  0.2863727   0.10602754   0.22997645  -0.00001120   0.02438384
1.0423530  0.3166015   0.11190758   0.23101173   0.00029225   0.02585188
3.6604066  -0.3296294   0.11487187   0.23206013  -0.00002197   0.02665718
5.8818396  -1.0987826   0.25089303   0.26071966  -0.00223415   0.06540775
1.0013900  0.2362778   0.09843279   0.22838736   0.00023481   0.02248075
5.2170006  -0.2716479   0.10345182   0.23108472   0.00251493   0.02389981
1.4726176  -0.9885614   0.23465343   0.24799809  -0.00053307   0.05819332
4.6413671  0.8631804   0.21735373   0.24197908   0.00098704   0.05259408
0.7989565  -0.0813236   0.08219501   0.22396494   0.00096164   0.01840788
4.6476103  0.6670482   0.18056749   0.23321594   0.00176663   0.04210810
5.4895143  -1.2588948   0.26522556   0.26164940  -0.00175196   0.06939304
4.2254956  -0.2503017   0.10023667   0.22875753  -0.00005596   0.02292989
6.0218646  -0.5010335   0.14769706   0.23966368   0.00149041   0.03539540
1.1583317  0.4594803   0.14138047   0.23692396   0.00040595   0.03349626
2.6470671  1.2396619   0.26048872   0.26356250   0.00294303   0.06864640
5.1119810  0.0232621   0.07768863   0.22506349   0.00360382   0.01747189
4.1367844  -0.5132407   0.15444660   0.23866598  -0.00085022   0.03686043
4.5688225  -0.4297911   0.13400623   0.23609307   0.00081266   0.03163728
5.9743610  -1.1195917   0.25135168   0.26169267  -0.00157834   0.06577440
0.0921218  -0.0555018   0.07985955   0.22944771   0.00236163   0.01831801
2.3932935  -0.5811795   0.16139188   0.23656657  -0.00390684   0.03816466
1.0572160  -0.5891633   0.16620052   0.23054801  -0.00037901   0.03831706
5.3233738  0.2597068   0.09725082   0.22731028   0.00428281   0.02208777
2.7522251  -1.0699220   0.24419259   0.25797051  -0.00140686   0.06299251
2.4140768  -0.1163195   0.08120932   0.22842631  -0.00379457   0.01853595
3.6392603  0.4563428   0.13889068   0.23163223  -0.00311147   0.03216188
1.4992295  -0.0720187   0.07876727   0.22194913  -0.00229393   0.01747706
3.0801549  0.3947217   0.12453099   0.23571619  -0.00272620   0.02934654
4.8544440  -0.0886793   0.08064605   0.22510681   0.00273986   0.01814647
3.1714026  0.0325183   0.07887253   0.22967981  -0.00231750   0.01811006
4.5489838  0.6745414   0.18243659   0.23344918   0.00158563   0.04258716
0.3820887  -0.1925699   0.09195297   0.22818057   0.00267718   0.02097471
4.5356512  -0.0082781   0.07773665   0.22268055   0.00168400   0.01730760
3.4157010  0.5929654   0.16848181   0.23854370  -0.00366632   0.04017683
0.8545009  -0.5016521   0.14807954   0.22898684   0.00101690   0.03390723
2.0892989  -0.3422830   0.11117166   0.22747542  -0.00423468   0.02527089
5.8228165  0.8537539   0.21592289   0.24950564   0.00206742   0.05386970
2.8820493  0.1322245   0.08380546   0.23106717  -0.00259285   0.01935797
3.7698359  -0.1482242   0.08819556   0.22755525  -0.00075451   0.02006879
0.4741814  0.5936457   0.17275739   0.24051690  -0.00103037   0.04155001
3.3094801  -1.3462016   0.26379186   0.26468962   0.00318621   0.06981282
0.2851374  -0.3326158   0.11333419   0.23130853   0.00329645   0.02620430
5.1676916  -0.2236285   0.09575183   0.22965048   0.00273989   0.02198195
0.9676266  -0.5953845   0.16820678   0.23115990   0.00015342   0.03888264
2.0697463  1.1334379   0.25981066   0.25979891  -0.00129387   0.06749685
2.2459735  -0.1866499   0.08766495   0.22731304  -0.00416412   0.01991005
1.5015750  0.8233781   0.21915454   0.25446969  -0.00078767   0.05576757
0.7634248  0.8075517   0.21921352   0.24930325   0.00093837   0.05464976
1.4371005  0.5369569   0.15844284   0.24102908  -0.00063262   0.03818893
4.8339034  -0.7857869   0.21304037   0.25180748   0.00181596   0.05364186
0.5837930  0.7571861   0.20917980   0.24654052  -0.00053648   0.05157101
3.5064423  -0.3236606   0.11284166   0.23246366   0.00012263   0.02623157
2.4494292  -0.8403517   0.21409227   0.24603860  -0.00324249   0.05266445
2.3362235  -0.0878531   0.07959685   0.22777337  -0.00383295   0.01811535
3.0738783  0.9749328   0.23603204   0.25639787  -0.00124714   0.06051656
6.1564135  -0.3517298   0.11595272   0.23488557   0.00254802   0.02722913
4.9947307  0.9017528   0.22414440   0.24355833   0.00098995   0.05459126
1.6712929  -0.8808652   0.22030845   0.24268301  -0.00080337   0.05346447
1.8280653  0.4739069   0.14467320   0.23769878  -0.00202371   0.03438455
0.2075293  -0.9167029   0.22905515   0.25109744   0.00329459   0.05750431
1.2457943  -1.3138951   0.25796497   0.26171231  -0.00145955   0.06751048
4.3212452  -1.0305258   0.24822107   0.26177341  -0.00206252   0.06497342
4.5323987  -0.9037511   0.23196988   0.25806290  -0.00013671   0.05986280
1.5460003  1.0281512   0.24742875   0.26234272  -0.00133084   0.06490936
0.2549959  -0.1162268   0.08402272   0.22867239   0.00251128   0.01920737
0.8611316  -0.1498154   0.08694639   0.22343551   0.00079023   0.01942629
2.6378672  -0.7718310   0.20122077   0.24598448  -0.00249375   0.04949097
2.1290710  0.7244546   0.20222558   0.24657333  -0.00086308   0.04986269
2.7151942  -0.0620919   0.07824633   0.22994015  -0.00297232   0.01798314
0.1070709  0.0213104   0.07895438   0.22934480   0.00197863   0.01810386
0.1866199  0.4915021   0.14632814   0.23786488  -0.00110611   0.03480510
1.4338283  -0.1652091   0.08565228   0.22149789  -0.00211900   0.01896731
6.2474365  -0.8272043   0.21454610   0.25065497   0.00190631   0.05377341
4.8900695  -0.0812473   0.08021641   0.22512580   0.00286006   0.01805060
1.8787198  -0.4754059   0.13833930   0.22830272  -0.00350484   0.03157095
0.2675707  -1.1446558   0.25306949   0.25777936   0.00312020   0.06522636
0.5126403  0.2524221   0.10139771   0.23018928   0.00034211   0.02334055
2.1555860  0.7463492   0.20670366   0.24729809  -0.00065997   0.05111699
5.0134594  -0.7506667   0.20709485   0.24899054   0.00192298   0.05156096
3.2080473  -0.9282964   0.23178969   0.25407887   0.00272705   0.05888543
6.1134744  -1.3655128   0.26082045   0.26722351  -0.00022777   0.06969730
1.3727937  0.4471724   0.13794276   0.23681803  -0.00051064   0.03266707
2.9806975  -0.1030120   0.08078358   0.23047745  -0.00217321   0.01861407
1.1428606  0.8519277   0.22493243   0.25463191   0.00177896   0.05727181
3.1449542  -0.7580093   0.20205858   0.24788904   0.00186776   0.05008462
6.2377434  -1.0855789   0.24722515   0.25994742   0.00128039   0.06426390
4.8777959  0.9645038   0.23239626   0.24635755   0.00026219   0.05725250
4.3763444  -0.7396245   0.20374848   0.25024644  -0.00098774   0.05098636
2.7705453  -0.3502840   0.11244620   0.23381710  -0.00244363   0.02628587
5.6892380  1.0403200   0.24175455   0.25440490   0.00273205   0.06149608
2.9081451  -0.1171925   0.08148254   0.23058353  -0.00235731   0.01878297
2.2980380  0.3265369   0.11329529   0.23332238  -0.00191727   0.02643065
4.8771528  -0.3889680   0.12551229   0.23439915   0.00203931   0.02941582
5.9443727  1.0992735   0.24685501   0.25940627   0.00093070   0.06403487
4.5566057  -0.7823110   0.21161665   0.25272974   0.00014910   0.05348180
3.9054328  -0.7320298   0.20442158   0.24638683  -0.00076656   0.05036620
4.8272053  0.1469881   0.08355185   0.22245637   0.00313470   0.01857681
1.1345259  -0.0785015   0.08044005   0.22203304  -0.00057067   0.01786002
0.5026117  -0.9984944   0.24086903   0.24979718   0.00256047   0.06016185
5.3930528  0.5146038   0.14679712   0.23298940   0.00415612   0.03418490
3.5804429  0.6721339   0.18615347   0.23893784  -0.00343248   0.04446733
5.7880147  0.4882701   0.14056337   0.23654921   0.00294232   0.03324150
1.7822456  -0.5479568   0.15435502   0.22973600  -0.00293973   0.03545226
0.2576530  0.2850659   0.10515881   0.23200156   0.00013522   0.02439699
5.8170712  -0.7655835   0.20625459   0.24902706  -0.00099428   0.05136198
3.0448498  -0.3140040   0.10722400   0.23357967  -0.00099742   0.02504435
3.5666730  1.2647815   0.26081064   0.25883856  -0.00242696   0.06750196
5.6768817  0.0550540   0.07810325   0.22913197   0.00339120   0.01788445
3.2787283  -0.4721933   0.14144407   0.23741502   0.00089694   0.03358014
4.1712277  0.1662363   0.08770299   0.22233245   0.00006576   0.01949922
4.6805643  1.1706916   0.25087315   0.25615692  -0.00053801   0.06426260
0.4147548  -0.1239317   0.08515146   0.22736859   0.00230964   0.01935543
5.1921522  0.9112634   0.22617152   0.24448453   0.00181862   0.05529213
3.6874640  0.1365367   0.08640322   0.22620991  -0.00203304   0.01954113
4.9434347  0.5283371   0.14999452   0.22924970   0.00307951   0.03437672
5.0159510  -0.5643926   0.16588347   0.24126673   0.00191653   0.04001849
5.4155780  -0.2593476   0.10130887   0.23155676   0.00232822   0.02345333
2.7464114  -0.1767525   0.08640494   0.23078683  -0.00286003   0.01993294
0.2623890  0.4929153   0.14750995   0.23765564  -0.00115236   0.03505524
4.1011206  0.6199068   0.17364262   0.23205885  -0.00016850   0.04029528
0.6046656  0.3193057   0.11320842   0.23153043   0.00019780   0.02621115
1.5319331  0.9804615   0.24222437   0.26075232  -0.00114754   0.06315925
6.1566259  0.8688423   0.22018120   0.25221506  -0.00119642   0.05553158
2.4515029  -0.2627951   0.09747370   0.22996908  -0.00395048   0.02240033
1.7060116  -0.5688750   0.15900357   0.23004752  -0.00262158   0.03657151
5.8408927  0.5508345   0.15445000   0.23889907   0.00245671   0.03689193
5.4686034  0.1824201   0.08714099   0.22803284   0.00408303   0.01985434
0.0644027  -0.5588644   0.16029343   0.23983482   0.00310075   0.03843433
2.2184766  -0.6674717   0.18069787   0.23718140  -0.00370435   0.04284445
0.7783565  0.2792435   0.10607032   0.23000658   0.00045110   0.02439667
5.2341954  -0.1463941   0.08609275   0.22827558   0.00304652   0.01964359
3.5406953  0.7620628   0.20414194   0.24265938  -0.00348701   0.04952480
4.3056718  0.3357967   0.11185803   0.22334319   0.00084408   0.02498202
0.5275195  1.2563889   0.26582712   0.26096666  -0.00086830   0.06937126
4.9913208  -0.5586056   0.16444983   0.24111252   0.00193101   0.03964718
5.1008729  -0.6123275   0.17726120   0.24288979   0.00174059   0.04305191
0.5496951  -0.3546476   0.11800466   0.22873427   0.00270660   0.02698438
4.6408897  0.5011526   0.14428478   0.22720833   0.00222045   0.03277777
6.0390360  0.1260955   0.08210779   0.23064385   0.00237203   0.01893203
5.2909155  -0.7872522   0.21480487   0.24879731   0.00062665   0.05344248
3.2650390  -1.2097329   0.25859955   0.26242340   0.00317803   0.06785247
2.3346964  -0.5689496   0.15877475   0.23549153  -0.00401746   0.03737397
4.5441303  0.2258860   0.09293912   0.22170427   0.00201698   0.02060093
4.6984784  -0.7512906   0.20580164   0.25101507   0.00113821   0.05165802
6.2246154  0.1220417   0.08258083   0.23049603   0.00180873   0.01903128
1.9091634  -0.0711749   0.07876877   0.22424923  -0.00363032   0.01765066
4.1988106  -0.4385210   0.13712023   0.23574439  -0.00057433   0.03232500
0.0114166  0.7656469   0.20365654   0.24816521  -0.00194487   0.05053668
1.9909650  0.5936852   0.17301953   0.24204274  -0.00167949   0.04187530
4.9898885  0.5431898   0.15331598   0.22998784   0.00316859   0.03525077
2.2284802  0.4209364   0.13308090   0.23585403  -0.00155227   0.03138526
1.2730257  -0.6921629   0.18675967   0.23417372  -0.00130137   0.04373251
1.1308723  1.0134892   0.24686152   0.26072168   0.00230085   0.06435686
6.2165578  -0.3217018   0.11036599   0.23389004   0.00276708   0.02580585
4.0913928  -0.7181461   0.20090762   0.24720995  -0.00149703   0.04966412
3.8053065  -0.5901008   0.17292571   0.24049503  -0.00000514   0.04158777
5.0276877  0.1726970   0.08610727   0.22392023   0.00376627   0.01926697
4.2050648  -0.4525373   0.14023361   0.23634630  -0.00060554   0.03314333
1.6914316  0.0529438   0.07868629   0.22432210  -0.00276700   0.01764342
4.7124816  -0.8653230   0.22640452   0.25599933   0.00130733   0.05795770
3.8058280  -0.9796616   0.24567166   0.25463536  -0.00043015   0.06255651
3.9304788  -0.4343190   0.13708164   0.23500437  -0.00044563   0.03221458
1.0244277  0.5423822   0.16108184   0.24004796   0.00093018   0.03866650
5.4932167  0.3126872   0.10566097   0.22975850   0.00420700   0.02425881
1.6835355  -0.5008508   0.14392418   0.22780655  -0.00280355   0.03277901
0.8454771  0.5886301   0.17252332   0.24110608   0.00082814   0.04159574
0.4232497  -0.3964409   0.12615043   0.23110986   0.00324339   0.02914409
1.9556538  0.1368038   0.08496886   0.22732699  -0.00305026   0.01930641
0.8751737  -0.7132667   0.19391556   0.23595518   0.00054969   0.04575508
6.1013229  0.4627540   0.13623662   0.23744518   0.00076925   0.03234814
3.6718602  0.2904390   0.10639596   0.22785500  -0.00261784   0.02423600
4.6466269  0.1676322   0.08571870   0.22166376   0.00243983   0.01899478
2.9372669  0.5536469   0.15926686   0.24133158  -0.00157316   0.03843365
3.5746996  0.5871552   0.16770299   0.23621677  -0.00345729   0.03960231
0.2376511  -0.8685719   0.22201653   0.24890196   0.00343391   0.05524856
3.4891269  0.3573233   0.11818887   0.23113850  -0.00330063   0.02730710
5.7234477  -0.1042069   0.08177454   0.23023063   0.00279743   0.01881918
1.2387347  1.2640410   0.26176703   0.26798579   0.00185259   0.07014641
3.0693460  -0.4702086   0.13877265   0.23774832  -0.00001062   0.03299297
2.1684777  -1.1317563   0.25163683   0.25305882  -0.00129319   0.06367725
3.9534652  -0.5929188   0.17358972   0.24111752  -0.00071800   0.04185501
0.7561711  -0.1523239   0.08757739   0.22431524   0.00128606   0.01964329
4.3325123  -0.4651169   0.14252263   0.23726380  -0.00031827   0.03381536
2.9576677  -0.0815115   0.07949267   0.23035824  -0.00230014   0.01830650
1.1167048  -0.3532498   0.11543030   0.22383831  -0.00058278   0.02583738
5.3928033  0.8529310   0.21679437   0.24399602   0.00304659   0.05288768
6.0927285  -0.4879676   0.14457838   0.23907825   0.00190827   0.03456191
5.1166391  0.2993567   0.10358760   0.22572030   0.00404287   0.02336548
5.6369811  1.3074121   0.26071981   0.26118800   0.00276125   0.06808926
5.9036870  -0.3564701   0.11733995   0.23538809   0.00175040   0.02761736
1.1633849  -0.8579723   0.21808329   0.24157734  -0.00114651   0.05268267
0.9160946  0.5294301   0.15853059   0.23900916   0.00084695   0.03788955
1.4493519  -0.5253070   0.14976804   0.22789174  -0.00201166   0.03412685
0.5192494  -0.6875413   0.18954502   0.23839088   0.00307475   0.04517635
3.5165037  -0.5421625   0.15997444   0.23892877   0.00123018   0.03822098
6.0760700  0.3714020   0.11717347   0.23486891   0.00134406   0.02751860
4.9355301  -0.0696453   0.07960875   0.22513905   0.00300722   0.01791400
0.5157693  -0.0910491   0.08306365   0.22636919   0.00192935   0.01879933
5.1510101  -0.5900804   0.17221452   0.24184710   0.00163113   0.04164692
5.3938341  1.4352978   0.26621822   0.26114741   0.00105446   0.06952109
1.8342868  1.2396382   0.26364291   0.26443774  -0.00295644   0.06970839
2.1170870  -0.9157410   0.22692247   0.24506247  -0.00214766   0.05560557
4.7026380  -0.7680715   0.20910333   0.25176653   0.00116945   0.05264385
2.3995400  1.0702380   0.25321159   0.25780317   0.00191785   0.06527507
6.2408920  0.7123151   0.19228338   0.24622406  -0.00138788   0.04734287
5.0489618  0.6224798   0.17096359   0.23291972   0.00299836   0.03981180
5.3310830  -1.3727962   0.26874402   0.26270151   0.00002116   0.07059946
5.9888814  -0.7474288   0.20110913   0.24865398   0.00003078   0.05000658
5.8302566  0.9665500   0.23266098   0.25370830   0.00193723   0.05902427
5.1992992  0.0192998   0.07774284   0.22577539   0.00367881   0.01753889
1.4628281  1.2791448   0.26171118   0.26872340  -0.00075935   0.07032734
4.7852060  -0.5386633   0.15911061   0.24087769   0.00158404   0.03832369
0.1865287  0.4280508   0.13233194   0.23592678  -0.00071060   0.03122014
4.2666623  1.3670946   0.26059684   0.26259971   0.00227132   0.06842750
3.9649542  -0.9536155   0.24210481   0.25512865  -0.00176019   0.06176478
2.9995588  -0.0037856   0.07775911   0.23013090  -0.00240783   0.01788898
3.8475670  -0.8084540   0.21940754   0.24895461  -0.00050757   0.05462226
2.1592574  0.2004128   0.09256045   0.22972012  -0.00276413   0.02125536
3.4984675  -0.7775885   0.21106723   0.24737148   0.00213585   0.05220745
2.8372011  1.1272939   0.25185463   0.26192454   0.00155485   0.06596449
5.0286328  -0.2123782   0.09389483   0.22880591   0.00272775   0.02147625
2.9987037  0.0915313   0.08085170   0.23052557  -0.00258141   0.01863172
0.6523254  0.4977855   0.15145074   0.23712085  -0.00000844   0.03591213
0.9254111  0.6069737   0.17648029   0.24229752   0.00108094   0.04275957
5.1101599  -0.1245084   0.08383743   0.22715120   0.00310470   0.01903413
1.8346225  -0.1997205   0.08909693   0.22360478  -0.00365998   0.01990910
4.2376509  0.5693607   0.16154113   0.22972384   0.00057207   0.03710952
0.5279631  -0.0355106   0.08083742   0.22632200   0.00165622   0.01829254
1.1981078  -0.7138383   0.19165827   0.23512730  -0.00110523   0.04506287
2.3825761  0.3442711   0.11651766   0.23408890  -0.00168000   0.02727267
2.4790434  0.6707724   0.18872324   0.24487610   0.00052484   0.04621353
5.5229221  -0.8205600   0.21969678   0.24990231  -0.00098162   0.05490177
4.8851027  -0.9755559   0.24293250   0.25881550   0.00232591   0.06286929
3.8376638  0.2877138   0.10578839   0.22602880  -0.00186123   0.02390776
3.4421682  -0.6333693   0.17996845   0.24231453   0.00182359   0.04360564
3.5206755  1.4103799   0.26511618   0.26225871  -0.00250998   0.06952273
5.1274269  0.4556413   0.13407072   0.22871895   0.00386667   0.03064956
5.9452898  -0.3687432   0.11963749   0.23573120   0.00180047   0.02819905
0.9642380  -0.3980205   0.12524918   0.22558196   0.00032802   0.02825385
5.1349533  -0.2851770   0.10571007   0.23119892   0.00251321   0.02443374
4.3921019  -0.7061816   0.19679813   0.24875484  -0.00080744   0.04895384
3.9838611  -0.1061384   0.08422330   0.22570917  -0.00054325   0.01900968
1.1617521  0.0205831   0.07881608   0.22303170  -0.00060013   0.01757812
4.1061805  -0.4093561   0.13109890   0.23436363  -0.00058558   0.03072447
6.1107324  0.5555761   0.15682787   0.24045157   0.00028096   0.03770943
1.0707496  -0.2666658   0.10060770   0.22277197  -0.00029991   0.02241249
4.8694508  -0.2545567   0.09996621   0.22957155   0.00233103   0.02294396
5.6108953  -0.8345375   0.22127047   0.25067210  -0.00141619   0.05546433
4.2089685  0.0484629   0.07964378   0.22251740   0.00023148   0.01772207
6.0325428  -0.2799991   0.10306559   0.23351467   0.00234415   0.02406183
6.2260842  -0.2716323   0.10176579   0.23276037   0.00279597   0.02367923
1.6468749  1.4661423   0.26472151   0.26816523  -0.00265692   0.07098205
2.8647446  -0.5415303   0.15297538   0.23964953  -0.00117709   0.03665909
2.4539715  0.3731793   0.12208971   0.23511323  -0.00141690   0.02870290
1.0307316  0.7248734   0.20185822   0.24816328   0.00157560   0.05009132
0.5397960  0.2844329   0.10675625   0.23083386   0.00023049   0.02464290
0.6402949  -0.5613543   0.16210166   0.23281534   0.00244244   0.03773379
3.7907031  -0.7320152   0.20432059   0.24580429   0.00003560   0.05022288
4.1346125  -0.4839586   0.14769830   0.23743060  -0.00076536   0.03506751
5.7002139  -1.2657162   0.26277798   0.26327974  -0.00302241   0.06917498
1.7349249  -0.5528796   0.15544513   0.22965094  -0.00277350   0.03569043
4.7273176  -0.6124341   0.17599578   0.24443026   0.00130204   0.04301700
1.5796016  0.7209566   0.19971544   0.24952547  -0.00125908   0.04983250
0.3589077  -0.5337952   0.15564154   0.23556443   0.00359217   0.03665071
3.3055552  -0.4501079   0.13687509   0.23665433   0.00081364   0.03239142
1.2042758  1.0768822   0.25219873   0.26345688   0.00197379   0.06643959
5.0561110  -0.0913799   0.08112920   0.22621815   0.00316413   0.01834289
4.4823906  -0.7589674   0.20723130   0.25155345  -0.00036212   0.05212962
4.2301232  1.1975227   0.25425783   0.25642064   0.00190918   0.06519331
2.4381085  1.0524037   0.25108990   0.25749192   0.00212073   0.06464912
4.8211267  0.7312528   0.19365261   0.23612599   0.00174355   0.04572338
1.5723274  0.4610723   0.14106950   0.23749614  -0.00140639   0.03350148
0.2294775  -0.2216142   0.09518356   0.22993584   0.00296935   0.02187729
5.0467762  -0.8711289   0.22922343   0.25341395   0.00199468   0.05808444
0.1727184  1.0799233   0.25073510   0.25854978  -0.00322160   0.06481713
5.9727879  -0.9238462   0.23089272   0.25526014  -0.00094314   0.05893682
1.5157338  0.4613359   0.14106841   0.23753236  -0.00116060   0.03350697
2.3275658  0.3394101   0.11572850   0.23376752  -0.00179351   0.02705035
0.9028708  1.4305317   0.26742810   0.26517275   0.00297865   0.07090577
4.3468053  -0.4836168   0.14668122   0.23812966  -0.00032566   0.03492904
2.2382453  -0.0655386   0.07870516   0.22700542  -0.00384697   0.01785170
2.7488813  0.7610464   0.20461836   0.24906664   0.00065565   0.05096318
2.9574131  -0.7420941   0.19675092   0.24724574   0.00032494   0.04864572
1.7208946  -1.1053931   0.24711674   0.25253788   0.00074623   0.06240578
2.1002176  1.0858082   0.25623634   0.25845340  -0.00095470   0.06622424
5.6453905  -1.1034713   0.25467214   0.25926700  -0.00256820   0.06602149
1.3362966  -0.0839303   0.07977291   0.22163969  -0.00156450   0.01767840
0.1855806  1.0300936   0.24619778   0.25692004  -0.00317150   0.06324308
