%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@H1config.txt'
%% columns:
%% Alpha   Delta        A_H1         B_H1         C_H1         D_H1
5.1089347  -0.3744892   0.12302790   0.23396046   0.00222582   0.02877871
0.6023767  0.2355762   0.09906837   0.22943917   0.00045960   0.02272995
1.2844851  0.0290699   0.07846476   0.22299163  -0.00114367   0.01749568
2.2252886  0.7596499   0.20917250   0.24765033  -0.00018206   0.05180161
4.7587614  -0.3649504   0.12022944   0.23342592   0.00175111   0.02806160
5.9852732  0.1502888   0.08398759   0.23078623   0.00251456   0.01937686
1.1341629  -1.0715626   0.24480678   0.25135204  -0.00152450   0.06153036
1.2788817  0.3553557   0.11851268   0.23274162  -0.00034451   0.02758271
1.1460542  -0.0517469   0.07932969   0.22219630  -0.00060497   0.01762640
4.8335016  -0.1713744   0.08823456   0.22699997   0.00245592   0.02002321
2.0236007  -0.6400132   0.17486589   0.23436558  -0.00330167   0.04097164
3.8262838  -0.6749816   0.19220403   0.24377531  -0.00016858   0.04685457
3.5312284  0.2529955   0.10019626   0.22883408  -0.00289842   0.02291992
2.7866482  -0.1849796   0.08736253   0.23101738  -0.00268552   0.02017505
4.9539783  -0.4506220   0.13931035   0.23678683   0.00204841   0.03298266
3.8971307  -0.6705743   0.19126925   0.24392509  -0.00059583   0.04665501
3.6753239  0.8062258   0.21262632   0.24243805  -0.00282371   0.05154074
1.8992853  0.9586344   0.24191932   0.25655332  -0.00217260   0.06206049
0.3310296  0.0923549   0.08280061   0.22855358   0.00127727   0.01892274
5.0641975  0.2489997   0.09566518   0.22468314   0.00391788   0.02147900
6.1670678  0.5745432   0.16157256   0.24118100  -0.00023383   0.03896818
5.0832053  0.8867050   0.22212943   0.24308836   0.00144956   0.05399498
1.2282818  -0.7768007   0.20360976   0.23788941  -0.00119336   0.04843518
4.0129562  -0.9477217   0.24108380   0.25544494  -0.00202715   0.06157953
3.9275418  0.1234861   0.08497029   0.22401345  -0.00109608   0.01903329
5.3968902  -0.5228612   0.15629642   0.23923314   0.00096581   0.03739035
1.6098847  0.2528027   0.09950358   0.22927167  -0.00198349   0.02280942
0.4859481  0.1342540   0.08661206   0.22813350   0.00090625   0.01975829
4.0012384  -0.0966812   0.08349378   0.22545697  -0.00051120   0.01882399
3.4993195  0.1546450   0.08773332   0.22807345  -0.00255593   0.02000311
1.0306035  -1.1699213   0.25323021   0.25498807  -0.00180971   0.06456741
2.3690856  1.2771741   0.26562226   0.26203179   0.00196686   0.06959761
1.9449171  0.2316059   0.09681871   0.22954044  -0.00270400   0.02221650
5.1834818  -0.5582378   0.16482329   0.24055609   0.00159409   0.03964671
4.4215258  -0.2266960   0.09586267   0.22798291   0.00069491   0.02185457
5.6428287  -1.2489616   0.26300365   0.26248118  -0.00283888   0.06902545
3.4215627  -0.3845021   0.12409359   0.23436867   0.00050578   0.02908339
5.4455756  -0.1612557   0.08762781   0.22970989   0.00281557   0.02012105
3.6954678  0.2495986   0.09990966   0.22704302  -0.00240550   0.02267800
5.7441271  -0.7445735   0.20293257   0.24798641  -0.00102748   0.05032346
5.4620491  0.0292236   0.07780567   0.22776622   0.00365389   0.01770815
1.7554106  -0.9046039   0.22418872   0.24368192  -0.00072397   0.05463021
2.7141130  -1.2452854   0.25652266   0.26264599  -0.00194521   0.06737086
5.8918275  -0.1953134   0.09074289   0.23190133   0.00240604   0.02103761
0.3451129  0.0077351   0.07999409   0.22787322   0.00174985   0.01822545
3.4495263  -1.0875757   0.25358659   0.25789583   0.00288610   0.06539059
3.7929421  -0.1034803   0.08437348   0.22669855  -0.00088082   0.01912657
3.2005589  -1.2269515   0.25840986   0.26329675   0.00289783   0.06803008
3.5491819  1.1271004   0.25267723   0.25524884  -0.00280668   0.06448769
3.9095442  0.2698735   0.10267490   0.22508933  -0.00144639   0.02310893
5.2792007  0.0846667   0.07951620   0.22610943   0.00392141   0.01796399
1.6420089  0.0255393   0.07775225   0.22363673  -0.00266760   0.01738114
3.8395249  -0.0414879   0.08116300   0.22559150  -0.00098823   0.01830871
4.4931755  -0.6242483   0.17858726   0.24513631  -0.00002394   0.04377822
3.4318338  -1.4540057   0.26672348   0.26456118   0.00293154   0.07055608
4.8400313  0.5356265   0.15161435   0.22893278   0.00272974   0.03470204
1.6553545  -0.3665006   0.11580775   0.22438844  -0.00301349   0.02597684
4.4545553  0.1431419   0.08399979   0.22142875   0.00151971   0.01859766
1.3870701  -0.9461410   0.22956790   0.24598530  -0.00093087   0.05646946
1.5391809  -0.6235939   0.17118956   0.23153891  -0.00198255   0.03963311
2.7336336  0.5526844   0.16011597   0.24141078  -0.00055333   0.03865342
2.5660347  -0.8291405   0.21182705   0.24719243  -0.00285428   0.05235390
4.3597775  0.4981846   0.14495526   0.22708997   0.00114976   0.03291656
5.2017771  -0.0151038   0.07797680   0.22610952   0.00356239   0.01761861
5.8558819  -1.0580243   0.24774872   0.25936660  -0.00225274   0.06425267
0.8052372  -0.9604875   0.23566812   0.24613275   0.00023447   0.05800559
2.9825723  -0.0948468   0.08029714   0.23042154  -0.00219359   0.01849738
3.2532515  0.0293241   0.07917964   0.22928511  -0.00222498   0.01814976
4.1311790  -0.3798838   0.12471575   0.23328424  -0.00050570   0.02909396
3.8435571  1.0099324   0.24206948   0.24846727  -0.00089843   0.06014554
0.0800247  0.7495927   0.20151426   0.24736653  -0.00220985   0.04984300
5.4161728  0.6428095   0.17525439   0.23703523   0.00384835   0.04152665
4.3578007  1.0952806   0.24615572   0.25272697   0.00139590   0.06220824
5.7660614  0.3907191   0.12004565   0.23381327   0.00322253   0.02805788
1.4315373  0.2763236   0.10340935   0.22984397  -0.00121438   0.02376654
3.4580235  -0.1907861   0.09179938   0.22992826  -0.00068912   0.02110680
2.0838740  0.4544457   0.14072481   0.23676755  -0.00178017   0.03331590
2.0998306  1.5158537   0.26896682   0.26311970  -0.00102859   0.07076941
1.4829182  -0.7923180   0.20531808   0.23867235  -0.00128473   0.04900210
4.2619459  -0.2496875   0.09997961   0.22872481   0.00005254   0.02286781
0.7164035  -0.7943145   0.21029991   0.24011010   0.00153486   0.05049278
1.8011267  0.9766776   0.24349733   0.25822413  -0.00239004   0.06287117
3.3900066  -0.0713487   0.08122402   0.22885203  -0.00150313   0.01858602
5.3922061  0.1696506   0.08586178   0.22725755   0.00412644   0.01949571
0.2499832  0.0929857   0.08240604   0.22902498   0.00136981   0.01887117
2.8219276  -0.9417607   0.22955352   0.25412208  -0.00069854   0.05833413
3.5972874  0.1376853   0.08639423   0.22706197  -0.00228166   0.01961164
0.0532997  -0.8791418   0.22298703   0.25173861   0.00251408   0.05612812
3.4763927  -0.3589190   0.11939993   0.23347911   0.00034141   0.02787727
5.9846236  -0.9043355   0.22801101   0.25456303  -0.00076302   0.05804259
0.9781484  0.7629461   0.20984474   0.24935439   0.00170170   0.05232281
3.5151614  0.4948684   0.14705808   0.23424016  -0.00352651   0.03443447
2.3846157  -0.6006945   0.16574916   0.23705533  -0.00388586   0.03927662
1.0025569  0.4102356   0.13113342   0.23447362   0.00056466   0.03074701
2.6881497  0.4899054   0.14620596   0.23923662  -0.00080630   0.03497717
2.9692095  0.3981417   0.12524675   0.23629376  -0.00227797   0.02958984
3.1556901  -0.3680839   0.11822430   0.23474881  -0.00017453   0.02775298
3.3526886  -0.0740712   0.08114687   0.22908057  -0.00153647   0.01858681
0.1486755  -0.3577473   0.11763427   0.23321064   0.00329187   0.02742273
5.5586855  0.5492290   0.15421993   0.23590365   0.00390668   0.03636578
3.5151230  -0.2430075   0.09926346   0.23061074  -0.00034711   0.02289110
0.2524840  0.3501560   0.11696843   0.23356512  -0.00027981   0.02731967
4.4859223  -0.9030906   0.23194820   0.25796232  -0.00054285   0.05983360
2.0842431  -0.0351407   0.07792028   0.22587331  -0.00374648   0.01758608
3.4436484  0.5676582   0.16298196   0.23735724  -0.00366264   0.03867153
0.7891497  -0.3535598   0.11733578   0.22614226   0.00142491   0.02653255
3.9153307  0.0767122   0.08204729   0.22417618  -0.00105152   0.01839194
4.7896225  0.8930813   0.22211812   0.24326128   0.00071952   0.05403222
1.9059130  -1.3060060   0.26067063   0.25870097   0.00165757   0.06743300
4.1564470  0.8266569   0.21412878   0.24015690   0.00060881   0.05142413
3.7558078  1.2582557   0.26100862   0.25709215  -0.00076325   0.06710268
4.4739061  0.7613388   0.20010622   0.23721476   0.00132887   0.04746638
3.3397406  0.3879543   0.12376294   0.23345928  -0.00340361   0.02888202
5.4732303  0.3213660   0.10719987   0.22969364   0.00424191   0.02460513
1.4450056  -0.2084409   0.09052617   0.22165841  -0.00220334   0.02006103
0.7969811  -0.6165652   0.17386201   0.23301798   0.00130825   0.04051126
5.1076191  -0.4501553   0.13960691   0.23662573   0.00201634   0.03303052
5.4160196  -0.8342406   0.22295105   0.25024104  -0.00036509   0.05579137
0.6285897  -0.6176409   0.17457920   0.23471445   0.00248943   0.04097006
2.4595310  -0.5558123   0.15561531   0.23659556  -0.00376967   0.03680368
2.0458431  0.2135431   0.09431575   0.22948787  -0.00277547   0.02163662
6.0699518  -1.3316588   0.26026580   0.26672927  -0.00076344   0.06941992
0.2337756  -0.7482046   0.20081605   0.24453431   0.00355616   0.04909377
3.3911168  1.0986903   0.24947034   0.25666317  -0.00315977   0.06401986
5.0406288  -0.0156858   0.07780601   0.22495666   0.00337888   0.01749156
2.3266506  0.9309864   0.23791185   0.25348863   0.00102149   0.06030691
4.6879335  -0.3883852   0.12503769   0.23436220   0.00143483   0.02930205
3.2379453  0.9285086   0.23023714   0.25304556  -0.00273461   0.05825301
0.1788486  0.9843243   0.24095052   0.25545940  -0.00310434   0.06154344
6.1577831  0.8225379   0.21240728   0.25044635  -0.00109705   0.05319542
4.4129550  0.7244309   0.19329272   0.23556353   0.00128075   0.04553108
4.7487478  0.6109564   0.16834092   0.23120457   0.00218395   0.03891642
5.8041539  -0.0384652   0.07813184   0.22995980   0.00291520   0.01795868
1.8401344  -0.2786502   0.10015693   0.22428560  -0.00370160   0.02245006
4.1818027  1.1194179   0.24964398   0.25299132   0.00164169   0.06315506
3.0229829  0.4548057   0.13720588   0.23775420  -0.00237152   0.03261565
5.3860656  -0.9757728   0.24443048   0.25486252  -0.00042509   0.06229599
1.2419100  -1.0326822   0.24026045   0.24992812  -0.00126945   0.06004623
4.0997054  -0.2534495   0.10127620   0.22895898  -0.00033606   0.02318798
5.7251343  -0.4508981   0.13812666   0.23776464   0.00089057   0.03284084
3.8194899  0.4954385   0.14736731   0.23050891  -0.00220496   0.03396462
4.1360942  1.0087643   0.23987563   0.24812494   0.00111609   0.05951788
2.5346371  0.4574478   0.13988215   0.23782720  -0.00082901   0.03326709
4.6964823  -0.1559565   0.08640450   0.22618061   0.00202704   0.01953891
0.9363891  0.2299642   0.09775669   0.22830002   0.00034911   0.02231773
5.0949810  -0.5349472   0.15921703   0.23985523   0.00185716   0.03818559
1.2610303  -0.8041692   0.20834145   0.23914944  -0.00123358   0.04982322
5.5345956  1.5162220   0.26695302   0.26323438   0.00228922   0.07026597
5.3288095  -0.6366372   0.18287089   0.24323353   0.00077814   0.04447973
2.4093794  -0.1286105   0.08210023   0.22843400  -0.00383349   0.01873979
3.7326171  0.3317065   0.11367659   0.22784519  -0.00247177   0.02589456
4.7133107  -0.6683425   0.18847553   0.24710120   0.00121506   0.04657105
1.4911313  -0.8821033   0.22031309   0.24288471  -0.00091837   0.05350984
3.2740991  -0.8047557   0.21283269   0.24924275   0.00257934   0.05304035
0.0077305  0.3489636   0.11446635   0.23427734   0.00031879   0.02681677
4.5604194  0.9407679   0.22877644   0.24572498   0.00085989   0.05621535
4.3403919  -0.5375981   0.15916416   0.24057662  -0.00052150   0.03829090
1.0790292  0.9084301   0.23415452   0.25633126   0.00217545   0.06001639
4.9990100  0.7453829   0.19673292   0.23716119   0.00211372   0.04665295
5.5170158  -0.6960234   0.19505762   0.24548654  -0.00036717   0.04788388
5.3986295  -0.3317885   0.11439876   0.23332483   0.00196015   0.02668823
3.6879208  0.6237940   0.17594586   0.23590641  -0.00297422   0.04149791
3.4467726  -0.0116427   0.07985076   0.22816318  -0.00178058   0.01821583
1.8307762  -0.5468409   0.15412310   0.22998764  -0.00309780   0.03543681
0.3498645  0.0038420   0.07999633   0.22782581   0.00176507   0.01822211
2.5070361  -0.3000108   0.10334810   0.23101608  -0.00379455   0.02386067
5.1476836  0.4857793   0.14062299   0.22965230   0.00384029   0.03227964
0.8821987  0.1078327   0.08421116   0.22555815   0.00044818   0.01899431
2.4902363  -0.0843669   0.07927641   0.22888336  -0.00356171   0.01813236
5.1949236  0.7327743   0.19445989   0.23781359   0.00292685   0.04623664
1.3875351  -1.0989127   0.24560949   0.25323454  -0.00059095   0.06219646
3.5503113  0.5895182   0.16816400   0.23662205  -0.00352709   0.03977887
6.1397865  1.5308130   0.26254889   0.26851964  -0.00048381   0.07049930
4.3821346  0.2722974   0.10049699   0.22221960   0.00123516   0.02233087
5.8277503  0.6495682   0.17618476   0.24209601   0.00234685   0.04264812
5.1417398  -1.0551523   0.25322583   0.25846347   0.00179461   0.06544641
2.3278211  -0.0716166   0.07887723   0.22771308  -0.00379197   0.01794700
5.4099265  0.5511090   0.15490708   0.23418868   0.00408288   0.03626081
1.6456366  -0.0508647   0.07790071   0.22269300  -0.00284229   0.01733986
1.9339053  -0.3231917   0.10770810   0.22566958  -0.00393770   0.02429094
1.2957493  0.0999151   0.08183907   0.22441149  -0.00105681   0.01836451
0.5381702  1.2704347   0.26634702   0.26119143  -0.00073466   0.06956702
6.2707002  -0.0818109   0.08066396   0.23005682   0.00252029   0.01855094
0.7500812  -0.2069244   0.09370369   0.22464982   0.00142760   0.02104848
1.2884103  0.3635169   0.12014073   0.23308946  -0.00036089   0.02800341
6.0263053  -0.6053690   0.17101149   0.24329083   0.00101418   0.04160450
6.2561321  0.3849210   0.12120050   0.23525421   0.00025618   0.02851286
3.7549166  0.0052600   0.08053438   0.22579005  -0.00133706   0.01818207
3.6671989  -1.0063160   0.24817988   0.25495425   0.00101919   0.06327348
3.6611691  -0.1715032   0.09048184   0.22854269  -0.00071071   0.02067846
1.3145600  0.4876015   0.14723654   0.23857392  -0.00012625   0.03512678
2.6444356  -0.8074987   0.20786697   0.24737133  -0.00239822   0.05141458
4.3594265  0.0890663   0.08055799   0.22173476   0.00099153   0.01786152
1.4861577  1.0321276   0.24759863   0.26276487  -0.00078664   0.06505960
2.3520143  -1.1746539   0.25448704   0.25598088  -0.00238690   0.06513812
0.2890144  -0.9824247   0.23803920   0.25221875   0.00334055   0.06002679
4.8458109  -0.3052662   0.10872186   0.23124713   0.00214547   0.02513701
3.0905392  -0.3623311   0.11652984   0.23469643  -0.00050471   0.02734888
3.8079291  -1.2383754   0.26555306   0.26106757  -0.00081704   0.06932662
0.2047547  0.4990840   0.14824775   0.23804627  -0.00117143   0.03528845
0.3381839  -0.5902256   0.16810423   0.23760128   0.00365242   0.03992844
0.6740642  0.5765160   0.16979781   0.24001263   0.00006003   0.04075361
3.5138270  -1.2932912   0.26548859   0.26211274   0.00246704   0.06958186
0.6381321  -1.3640897   0.26483133   0.25959876   0.00015567   0.06874986
2.2833756  -0.7297901   0.19364424   0.24002764  -0.00358003   0.04646715
0.7542032  0.2281889   0.09799932   0.22871223   0.00050552   0.02241339
2.9318432  0.6403326   0.17844710   0.24447627  -0.00116071   0.04362473
4.0915975  0.7057941   0.19189663   0.23531650  -0.00006336   0.04515644
0.4433016  0.8389049   0.22336383   0.24939573  -0.00171415   0.05570305
0.0660004  0.0191806   0.07871745   0.22952811   0.00204520   0.01806368
3.2069819  0.1088905   0.08269829   0.22987401  -0.00258709   0.01900349
6.2203050  -0.9162326   0.22839032   0.25422570   0.00143223   0.05806064
2.0161146  -0.5489001   0.15463421   0.23146351  -0.00366358   0.03577875
1.6009446  0.9397932   0.23746787   0.25880545  -0.00160942   0.06145539
6.1795963  0.6982749   0.18864681   0.24570639  -0.00087262   0.04635097
0.0227413  0.5307542   0.15323479   0.23958936  -0.00084950   0.03671271
0.0415703  0.3054721   0.10681878   0.23318456   0.00046160   0.02490828
0.1440396  0.4547452   0.13767092   0.23685773  -0.00080279   0.03260778
4.7544643  -0.8133852   0.21774504   0.25352678   0.00150318   0.05520194
1.2789037  0.2617111   0.10129995   0.22917427  -0.00060049   0.02321498
4.6018609  -0.8665105   0.22630860   0.25645575   0.00047011   0.05803792
5.6516473  -0.2738078   0.10308833   0.23282045   0.00199306   0.02399710
0.3477933  0.1156272   0.08449313   0.22870272   0.00112076   0.01932255
0.8586381  -0.3308486   0.11276528   0.22512570   0.00098196   0.02538540
5.7026419  0.2532540   0.09598485   0.23072180   0.00358711   0.02213293
5.1484619  1.2058262   0.25640085   0.25515106  -0.00040907   0.06542078
3.0765509  1.3792622   0.26103583   0.26699957  -0.00101586   0.06969542
5.3498284  -0.2479238   0.09953574   0.23101161   0.00247723   0.02298778
1.3609218  0.9180011   0.23404144   0.25860903   0.00041218   0.06052506
4.0184921  1.1653567   0.25448075   0.25408113   0.00119382   0.06465733
5.7223478  0.1451286   0.08330363   0.22970335   0.00344297   0.01912327
3.1107035  -1.4076753   0.26225007   0.26713124   0.00197358   0.07005129
6.0535104  -0.1888582   0.08981390   0.23180073   0.00255026   0.02081242
6.2831714  0.5324521   0.15335910   0.23968777  -0.00074616   0.03675774
4.9237007  -1.3182617   0.26519376   0.26610652   0.00310365   0.07056016
2.9522076  0.1859720   0.08948612   0.23169440  -0.00259417   0.02072670
0.2985485  -0.4154529   0.12973386   0.23304380   0.00348160   0.03022155
3.4556079  0.4822267   0.14409892   0.23463592  -0.00358112   0.03379796
3.1298322  -0.3966908   0.12372879   0.23555189  -0.00011352   0.02914454
1.2230908  1.3784985   0.26377657   0.26892838   0.00202002   0.07093293
3.7631266  -0.5568188   0.16507557   0.23920159   0.00020300   0.03948630
2.1537629  -1.0564934   0.24469766   0.25042644  -0.00157084   0.06127630
2.2198273  -0.7429585   0.19641700   0.23974910  -0.00341824   0.04707912
2.8045294  0.4410444   0.13477445   0.23781158  -0.00145416   0.03204881
1.4977885  -0.1395309   0.08309661   0.22164233  -0.00237977   0.01841206
0.0417089  0.1892056   0.08970490   0.23104221   0.00117348   0.02072424
3.7687360  -0.5160180   0.15560469   0.23774894   0.00013517   0.03699483
0.8091342  -0.2059797   0.09337758   0.22411014   0.00112901   0.02092559
3.4492474  0.5093123   0.15004684   0.23549849  -0.00361629   0.03532273
2.9237050  -0.9723448   0.23412395   0.25584179   0.00040503   0.05989853
1.2062575  0.0825024   0.08104317   0.22408481  -0.00070097   0.01816005
5.1983627  0.6462698   0.17623296   0.23485658   0.00337931   0.04137805
5.6306169  0.9907044   0.23629108   0.25189829   0.00291856   0.05951280
3.0979691  -1.1041720   0.24940377   0.26042858   0.00219748   0.06494704
3.9208361  0.1049634   0.08365237   0.22407492  -0.00108789   0.01874321
3.1652396  -0.4371507   0.13255885   0.23664041   0.00029310   0.03136870
3.8419858  0.2116278   0.09444154   0.22515880  -0.00167529   0.02126154
0.7253548  0.2148097   0.09612856   0.22848764   0.00053360   0.02196390
5.0763373  -0.5230426   0.15638581   0.23943336   0.00190614   0.03744035
4.6926769  -0.3035293   0.10819229   0.23099139   0.00164364   0.02498879
0.7932303  1.1538055   0.26105240   0.26050675   0.00202500   0.06800181
1.9677793  0.5893815   0.17197230   0.24195108  -0.00174617   0.04160584
2.2831200  0.3022009   0.10875244   0.23263848  -0.00207854   0.02529568
0.5092657  -0.9734760   0.23790084   0.24883245   0.00258348   0.05919077
5.2916373  0.8052217   0.20846722   0.24124935   0.00291199   0.05028410
0.9606529  -1.1661226   0.25371382   0.25445932  -0.00161983   0.06455722
0.5191558  0.0252961   0.08072793   0.22671086   0.00139588   0.01829995
6.2349386  0.9044127   0.22664309   0.25353873  -0.00195317   0.05745898
2.2275370  -0.5716928   0.15957560   0.23431061  -0.00401399   0.03737414
1.7635262  -0.3348128   0.10978337   0.22447990  -0.00342671   0.02463242
3.3929576  -0.0602113   0.08075630   0.22875789  -0.00156603   0.01847119
3.6131778  0.9171209   0.23031215   0.24727629  -0.00294627   0.05694205
2.7017084  -0.7396628   0.19497028   0.24548730  -0.00205639   0.04785850
5.9227070  -0.2976541   0.10629036   0.23394734   0.00205653   0.02486212
6.1146315  -1.1324216   0.25113186   0.26205835  -0.00014028   0.06581118
0.4441674  0.6504896   0.18540297   0.24258497  -0.00133864   0.04497418
5.2225219  0.2630469   0.09778370   0.22632767   0.00421287   0.02211341
2.4523893  0.2786610   0.10411036   0.23271936  -0.00200151   0.02422449
2.9218196  0.2551628   0.09903880   0.23295437  -0.00246371   0.02306545
1.2533588  -0.3337215   0.11095127   0.22307406  -0.00131790   0.02474861
2.9175938  -0.6804460   0.18377545   0.24478127  -0.00023832   0.04498473
0.8317012  -1.1520931   0.25397930   0.25348243  -0.00082054   0.06437862
1.0869592  -0.3053934   0.10689748   0.22318488  -0.00039999   0.02385774
2.2743301  -0.6820280   0.18371607   0.23830809  -0.00372805   0.04376713
2.4062693  0.1656331   0.08794972   0.23030421  -0.00268117   0.02024800
4.1558969  0.8829379   0.22322014   0.24262255   0.00076873   0.05415765
3.6269630  -0.6492232   0.18548563   0.24250056   0.00110751   0.04497914
1.5420699  0.6811611   0.19119471   0.24779248  -0.00105174   0.04737551
2.6688891  -0.5187272   0.14728381   0.23764350  -0.00273794   0.03499354
3.7971705  0.0913499   0.08307844   0.22513238  -0.00151761   0.01870134
2.1881891  1.0177730   0.24957195   0.25620842  -0.00007043   0.06394243
5.6140509  0.3950199   0.12096899   0.23254025   0.00389844   0.02811496
3.5834910  0.7734765   0.20643824   0.24246722  -0.00333377   0.05004339
0.6141730  -0.7818906   0.20822164   0.24061470   0.00234065   0.05009571
0.2922035  -0.2782780   0.10389134   0.23022154   0.00312817   0.02390824
3.4398750  0.6573220   0.18254542   0.24039218  -0.00367456   0.04386899
4.4125139  1.0116052   0.23787798   0.24900422   0.00118473   0.05923122
2.6334993  0.4808993   0.14452487   0.23882981  -0.00075156   0.03451628
6.0237744  0.3965789   0.12188577   0.23539008   0.00158237   0.02868820
0.4392038  -0.8585222   0.22130024   0.24558625   0.00321610   0.05433795
4.4638464  0.1254275   0.08249126   0.22145227   0.00154691   0.01826548
4.5278096  0.5331235   0.15174747   0.22809654   0.00179411   0.03460985
3.6524874  -1.1350366   0.25960404   0.25847313   0.00111901   0.06709942
4.3113117  -0.7551941   0.20717445   0.25057688  -0.00135281   0.05191130
1.6493192  -1.2037920   0.25345638   0.25696874   0.00122305   0.06512887
0.9493131  0.3284366   0.11453718   0.23139426   0.00044389   0.02650305
2.1851060  -0.2486346   0.09562317   0.22722797  -0.00427183   0.02171001
0.7131181  0.2295830   0.09824271   0.22888169   0.00050658   0.02248570
3.9460228  0.5358072   0.15591456   0.23039581  -0.00134265   0.03592026
5.8081033  -0.8152058   0.21554047   0.25082377  -0.00131589   0.05406094
2.9952516  -0.5568182   0.15732870   0.24053738  -0.00007460   0.03784343
4.9896712  -0.5869744   0.17105150   0.24230178   0.00191249   0.04144243
1.3384077  1.0007669   0.24436596   0.26172891   0.00068645   0.06395717
3.8658089  -0.2960104   0.10905677   0.23059542  -0.00040101   0.02514783
1.9858346  -0.3427761   0.11127426   0.22645493  -0.00404667   0.02518223
3.8104226  -0.9902397   0.24694815   0.25499836  -0.00049541   0.06297113
3.0081471  0.1666706   0.08734986   0.23129283  -0.00264699   0.02019639
2.3938247  -0.1618268   0.08497573   0.22847624  -0.00393665   0.01939944
5.1429669  1.1247482   0.25059119   0.25237834   0.00007112   0.06324378
4.3523070  0.4111278   0.12635535   0.22474763   0.00110829   0.02839684
5.6390075  0.7532553   0.19781789   0.24357606   0.00327855   0.04817295
5.0147467  -0.3295647   0.11372715   0.23232694   0.00235996   0.02641631
2.5534730  -0.6621900   0.17890875   0.24110724  -0.00318812   0.04312603
0.3548778  -0.7123479   0.19420478   0.24151972   0.00361707   0.04689120
2.8019667  -0.8210353   0.21053660   0.24943641  -0.00102136   0.05251445
0.8389419  0.2823829   0.10648357   0.22999112   0.00045520   0.02449007
0.2557015  -0.1475290   0.08669413   0.22889328   0.00265361   0.01983666
0.1013663  -0.2996417   0.10683737   0.23233418   0.00312233   0.02481222
6.2147405  0.6987509   0.18914993   0.24572736  -0.00114477   0.04647800
4.9837057  -0.9442710   0.23966391   0.25666964   0.00228460   0.06150923
2.6829936  0.1061788   0.08176141   0.23057044  -0.00270354   0.01884446
2.4004569  0.6645827   0.18802160   0.24442662   0.00028992   0.04595740
2.2741031  -1.3889346   0.26491863   0.26046085  -0.00136286   0.06899907
2.7801773  0.2069625   0.09221061   0.23212671  -0.00238741   0.02139885
6.1838037  -0.6204321   0.17379984   0.24327567   0.00201279   0.04227722
1.2691196  -0.5122692   0.14774531   0.22745059  -0.00137336   0.03360287
4.1035480  0.3668844   0.11903702   0.22496095  -0.00034615   0.02677856
1.5313199  -0.6289176   0.17235799   0.23172967  -0.00194726   0.03993667
5.4856244  0.8912483   0.22283918   0.24646431   0.00312649   0.05491213
4.9434755  0.2671802   0.09834881   0.22386131   0.00358817   0.02200362
0.2400254  -0.3042119   0.10809096   0.23120520   0.00323217   0.02498074
4.5278812  0.2575647   0.09753336   0.22196372   0.00195370   0.02164505
1.3068753  1.4955440   0.26336068   0.26927832   0.00106663   0.07091618
0.8467342  0.5569645   0.16516434   0.23983532   0.00076241   0.03961166
6.1318988  1.2916752   0.25861111   0.26548740  -0.00090571   0.06865717
4.3056920  0.0907685   0.08092315   0.22186479   0.00072628   0.01795347
1.5005041  0.3242596   0.11205855   0.23173130  -0.00138908   0.02596554
5.0619512  -1.3084420   0.26646352   0.26421079   0.00271810   0.07039515
0.8871100  -0.5303781   0.15427695   0.22956783   0.00077067   0.03541643
3.5613666  -1.0486944   0.25159049   0.25629658   0.00205945   0.06447754
1.7392364  -0.5091897   0.14574561   0.22832838  -0.00295159   0.03326915
0.0424740  1.0454786   0.24540220   0.25823346  -0.00278928   0.06336328
0.9749841  0.7920573   0.21545844   0.25055319   0.00180613   0.05398054
0.6917487  -0.3152731   0.11055414   0.22647676   0.00193518   0.02503420
2.7140819  -0.2944398   0.10247258   0.23237810  -0.00287108   0.02380414
1.7889722  -0.0441395   0.07780270   0.22357678  -0.00328624   0.01738408
3.8171319  -0.8853996   0.23252869   0.25155738  -0.00038070   0.05849416
2.6153862  -0.4158518   0.12513447   0.23434630  -0.00323920   0.02931431
1.5382075  1.1679788   0.25785238   0.26633918  -0.00146253   0.06867405
1.2234002  -0.6991673   0.18851291   0.23449053  -0.00117345   0.04420311
2.0360906  1.1525383   0.26094639   0.26049608  -0.00163295   0.06797285
5.9963980  -0.8166379   0.21386103   0.25128952  -0.00026302   0.05374097
3.8258058  -0.9574085   0.24288894   0.25405031  -0.00059181   0.06170566
2.4326316  -0.8778960   0.22042166   0.24715072  -0.00318723   0.05446721
2.9435564  0.4470412   0.13563092   0.23780802  -0.00201592   0.03225006
2.7206113  -0.6357075   0.17323592   0.24192140  -0.00210520   0.04190504
5.6739430  0.6419954   0.17456701   0.24017516   0.00332882   0.04191558
