%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@L1config.txt'
%% columns:
%% Alpha   Delta        A_L1         B_L1         C_L1         D_L1
3.8262838  -0.6749816   0.20977107   0.18414883   0.00280738   0.03862122
3.5312284  0.2529955   0.24659683   0.18855484  -0.00030505   0.04649693
2.7866482  -0.1849796   0.23891266   0.19016346  -0.00299882   0.04542347
4.9539783  -0.4506220   0.22700515   0.18787965   0.00388420   0.04263456
3.8971307  -0.6705743   0.21062262   0.18427494   0.00242700   0.03880658
3.6753239  0.8062258   0.19925737   0.17951506  -0.00194671   0.03576591
1.8992853  0.9586344   0.18865554   0.18312009  -0.00168568   0.03454378
0.3310296  0.0923549   0.25011560   0.19016671  -0.00170500   0.04756075
5.0641975  0.2489997   0.23561804   0.18352397   0.00783544   0.04318016
6.1670678  0.5745432   0.20732574   0.18643524  -0.00086523   0.03865208
5.0832053  0.8867050   0.18356782   0.17485365   0.00297582   0.03208865
1.2282818  -0.7768007   0.19766994   0.17566369  -0.00352679   0.03471099
4.0129562  -0.9477217   0.19197579   0.18063100   0.00010148   0.03467677
3.9275418  0.1234861   0.25286651   0.18657008   0.00316358   0.04716732
5.3968902  -0.5228612   0.22135638   0.18736479   0.00322745   0.04146397
1.6098847  0.2528027   0.24151033   0.18730913  -0.00520671   0.04520998
0.4859481  0.1342540   0.24987034   0.18935278  -0.00272605   0.04730621
4.0012384  -0.0966812   0.25250903   0.18744995   0.00403412   0.04731653
3.4993195  0.1546450   0.25078595   0.18950446   0.00016464   0.04752503
1.0306035  -1.1699213   0.17810182   0.17285727  -0.00132516   0.03078444
2.3690856  1.2771741   0.17965165   0.17562048   0.00021285   0.03155046
1.9449171  0.2316059   0.24151985   0.18799080  -0.00576969   0.04537022
5.1834818  -0.5582378   0.21809685   0.18715718   0.00327703   0.04080765
4.4215258  -0.2266960   0.24501613   0.18692367   0.00463670   0.04577781
5.6428287  -1.2489616   0.17951675   0.17618176  -0.00106511   0.03162644
3.4215627  -0.3845021   0.23035294   0.18855327   0.00306363   0.04342441
5.4455756  -0.1612557   0.24410090   0.18932979   0.00557275   0.04618452
3.6954678  0.2495986   0.24747892   0.18725625   0.00079314   0.04634134
5.7441271  -0.7445735   0.20267765   0.18465555   0.00091977   0.03742471
5.4620491  0.0292236   0.24463959   0.18870077   0.00630400   0.04612394
1.7554106  -0.9046039   0.18335909   0.17466538  -0.00294811   0.03201779
2.7141130  -1.2452854   0.17376637   0.17544669  -0.00156639   0.03048428
5.8918275  -0.1953134   0.24411826   0.19096982   0.00359031   0.04660633
0.3451129  0.0077351   0.25228310   0.19013391  -0.00121560   0.04796609
3.4495263  -1.0875757   0.18112116   0.17870688   0.00301877   0.03235848
3.7929421  -0.1034803   0.25205773   0.18852477   0.00327032   0.04750843
3.2005589  -1.2269515   0.17491634   0.17800382   0.00166813   0.03113299
3.5491819  1.1271004   0.17975383   0.17648587  -0.00234535   0.03171851
3.9095442  0.2698735   0.24621332   0.18518484   0.00232901   0.04558955
5.2792007  0.0846667   0.24328418   0.18698362   0.00719018   0.04543846
1.6420089  0.0255393   0.24790862   0.18560530  -0.00698089   0.04596442
3.8395249  -0.0414879   0.25377414   0.18814747   0.00326638   0.04773629
4.4931755  -0.6242483   0.21352980   0.18692710   0.00121231   0.03991303
3.4318338  -1.4540057   0.17477663   0.17547843   0.00206049   0.03066528
4.8400313  0.5356265   0.21324305   0.17848349   0.00661509   0.03801660
1.6553545  -0.3665006   0.22916874   0.18067549  -0.00750894   0.04134879
4.4545553  0.1431419   0.24790505   0.18357094   0.00647412   0.04546625
1.3870701  -0.9461410   0.18394536   0.17438406  -0.00293528   0.03206852
1.5391809  -0.6235939   0.20700477   0.17716424  -0.00570854   0.03664126
2.7336336  0.5526844   0.21903332   0.18781355  -0.00212098   0.04113293
2.5660347  -0.8291405   0.18530022   0.17924298  -0.00252988   0.03320736
4.3597775  0.4981846   0.22339122   0.17909758   0.00503635   0.03998346
5.2017771  -0.0151038   0.24570708   0.18736641   0.00703695   0.04598774
5.8558819  -1.0580243   0.18314303   0.17985487  -0.00102939   0.03293811
0.8052372  -0.9604875   0.18829282   0.17493545   0.00019971   0.03293905
2.9825723  -0.0948468   0.24502251   0.19118537  -0.00168056   0.04684189
3.2532515  0.0293241   0.25043052   0.19109829  -0.00045301   0.04785664
4.1311790  -0.3798838   0.23593616   0.18710029   0.00328282   0.04413295
3.8435571  1.0099324   0.18573198   0.17504433  -0.00105725   0.03251021
0.0800247  0.7495927   0.19522475   0.18411340  -0.00283017   0.03593548
5.4161728  0.6428095   0.19931851   0.17984992   0.00485174   0.03582388
4.3578007  1.0952806   0.17877117   0.17352499   0.00206199   0.03101701
5.7660614  0.3907191   0.22188836   0.18692270   0.00380435   0.04146150
1.4315373  0.2763236   0.24115288   0.18721232  -0.00457743   0.04512584
3.4580235  -0.1907861   0.24532035   0.18989891   0.00224500   0.04658103
2.0838740  0.4544457   0.22676730   0.18788014  -0.00397852   0.04258924
2.0998306  1.5158537   0.17642090   0.17387266  -0.00159503   0.03067223
1.4829182  -0.7923180   0.19322276   0.17545862  -0.00419819   0.03388498
4.2619459  -0.2496875   0.24467680   0.18710396   0.00416094   0.04576268
0.7164035  -0.7943145   0.20039999   0.17787230   0.00063389   0.03564521
1.8011267  0.9766776   0.18743759   0.18350340  -0.00139633   0.03439349
3.3900066  -0.0713487   0.24997112   0.19054995   0.00107890   0.04763082
5.3922061  0.1696506   0.23904523   0.18690759   0.00685525   0.04463237
0.2499832  0.0929857   0.24926034   0.19050215  -0.00123587   0.04748310
2.8219276  -0.9417607   0.17998859   0.17983913  -0.00067408   0.03236854
3.5972874  0.1376853   0.25190154   0.18893823   0.00088199   0.04759305
0.0532997  -0.8791418   0.19150561   0.18281253   0.00181768   0.03500632
3.4763927  -0.3589190   0.23330633   0.18863931   0.00318139   0.04400063
5.9846236  -0.9043355   0.19024953   0.18272635   0.00003897   0.03476360
0.9781484  0.7629461   0.20377617   0.18385454  -0.00057579   0.03746484
3.5151614  0.4948684   0.22758770   0.18591984  -0.00173571   0.04231006
2.3846157  -0.6006945   0.20260237   0.18149762  -0.00464127   0.03675031
1.0025569  0.4102356   0.23345315   0.18699142  -0.00307463   0.04364428
2.6881497  0.4899054   0.22450030   0.18850645  -0.00254127   0.04231330
2.9692095  0.3981417   0.23291780   0.18978174  -0.00262409   0.04419666
3.1556901  -0.3680839   0.22810549   0.18916841   0.00123522   0.04314883
3.3526886  -0.0740712   0.24949856   0.19068797   0.00086607   0.04757562
0.1486755  -0.3577473   0.23800580   0.18919612   0.00197490   0.04502588
5.5586855  0.5492290   0.20715651   0.18267347   0.00474202   0.03781951
3.5151230  -0.2430075   0.24267840   0.18939960   0.00280523   0.04595532
0.2524840  0.3501560   0.23292102   0.18896401  -0.00277863   0.04400597
4.4859223  -0.9030906   0.19238639   0.18454440  -0.00075097   0.03550327
2.0842431  -0.0351407   0.24487017   0.18709312  -0.00719213   0.04576180
3.4436484  0.5676582   0.22025734   0.18555087  -0.00224979   0.04086388
0.7891497  -0.3535598   0.24022795   0.18392345  -0.00205816   0.04417932
3.9153307  0.0767122   0.25390148   0.18703392   0.00326542   0.04747753
4.7896225  0.8930813   0.18469548   0.17476031   0.00321430   0.03226711
1.9059130  -1.3060060   0.17329744   0.17324144   0.00097333   0.03002135
4.1564470  0.8266569   0.19611326   0.17557572   0.00186792   0.03442924
3.7558078  1.2582557   0.17736648   0.17340709  -0.00143894   0.03075454
4.4739061  0.7613388   0.19759388   0.17573664   0.00408449   0.03470780
3.3397406  0.3879543   0.23596449   0.18859781  -0.00193529   0.04449864
5.4732303  0.3213660   0.22802874   0.18558857   0.00623070   0.04228071
1.4450056  -0.2084409   0.24317199   0.18256952  -0.00713272   0.04434492
0.7969811  -0.6165652   0.21629032   0.17991649  -0.00075108   0.03891363
5.1076191  -0.4501553   0.22701491   0.18788162   0.00404420   0.04263557
5.4160196  -0.8342406   0.19675317   0.18302967   0.00136812   0.03600980
0.6285897  -0.6176409   0.21654549   0.18150440   0.00072233   0.03930344
2.4595310  -0.5558123   0.20648363   0.18293692  -0.00443692   0.03775379
2.0458431  0.2135431   0.24222341   0.18828668  -0.00583777   0.04557336
6.0699518  -1.3316588   0.17473568   0.17745598  -0.00129421   0.03100622
0.2337756  -0.7482046   0.20283478   0.18349150   0.00256165   0.03721190
3.3911168  1.0986903   0.17997107   0.17840967  -0.00218016   0.03210383
5.0406288  -0.0156858   0.24628924   0.18648499   0.00723816   0.04587686
2.3266506  0.9309864   0.19092922   0.18128063  -0.00077070   0.03461117
4.6879335  -0.3883852   0.23268314   0.18769473   0.00382187   0.04365879
3.2379453  0.9285086   0.18823995   0.18186074  -0.00188688   0.03422990
0.1788486  0.9843243   0.18299396   0.18055956  -0.00305710   0.03303196
6.1577831  0.8225379   0.18754557   0.18273602  -0.00111798   0.03427008
4.4129550  0.7244309   0.20154423   0.17616102   0.00406142   0.03548774
4.7487478  0.6109564   0.20730661   0.17737480   0.00592344   0.03673588
5.8041539  -0.0384652   0.24625254   0.19083565   0.00424856   0.04697571
1.8401344  -0.2786502   0.23418237   0.18264139  -0.00786350   0.04270956
4.1818027  1.1194179   0.17954001   0.17307101   0.00139444   0.03107123
3.0229829  0.4548057   0.22842623   0.18914360  -0.00249292   0.04319914
5.3860656  -0.9757728   0.18870819   0.18074499   0.00102412   0.03410701
1.2419100  -1.0326822   0.18104824   0.17379488  -0.00231546   0.03145990
4.0997054  -0.2534495   0.24504636   0.18735462   0.00393649   0.04589507
5.7251343  -0.4508981   0.22764111   0.18870418   0.00296334   0.04294805
3.8194899  0.4954385   0.22822192   0.18291181   0.00028660   0.04174440
4.1360942  1.0087643   0.18455777   0.17378516   0.00123637   0.03207187
2.5346371  0.4574478   0.22705102   0.18851462  -0.00302741   0.04279327
4.6964823  -0.1559565   0.24622677   0.18660478   0.00589259   0.04591237
0.9363891  0.2299642   0.24649447   0.18740129  -0.00399857   0.04617739
5.0949810  -0.5349472   0.21997063   0.18744813   0.00342279   0.04122137
1.2610303  -0.8041692   0.19505660   0.17536844  -0.00352452   0.03419435
5.5345956  1.5162220   0.17613794   0.17252555   0.00062003   0.03038791
5.3288095  -0.6366372   0.21169612   0.18610729   0.00261937   0.03939133
2.4093794  -0.1286105   0.24104485   0.18850411  -0.00596874   0.04540232
3.7326171  0.3317065   0.24217466   0.18601221   0.00054345   0.04504715
4.7133107  -0.6683425   0.20884015   0.18712139   0.00153900   0.03907609
1.4911313  -0.8821033   0.18675667   0.17480621  -0.00343824   0.03263440
3.2740991  -0.8047557   0.19211873   0.18324387   0.00313948   0.03519472
0.0077305  0.3489636   0.22970249   0.18936577  -0.00108264   0.04349662
4.5604194  0.9407679   0.18392308   0.17443541   0.00298045   0.03207381
4.3403919  -0.5375981   0.22187048   0.18683857   0.00186743   0.04145048
1.0790292  0.9084301   0.19362882   0.18263702   0.00082335   0.03536311
4.9990100  0.7453829   0.19332246   0.17625493   0.00461665   0.03405272
5.5170158  -0.6960234   0.20692624   0.18512341   0.00177384   0.03830375
5.3986295  -0.3317885   0.23594522   0.18881415   0.00460104   0.04452863
3.6879208  0.6237940   0.21585460   0.18226559  -0.00134096   0.03934107
3.4467726  -0.0116427   0.25187603   0.19033679   0.00100784   0.04794026
1.8307762  -0.5468409   0.21077670   0.17874981  -0.00654211   0.03763350
0.3498645  0.0038420   0.25237212   0.19010630  -0.00121657   0.04797605
2.5070361  -0.3000108   0.22962788   0.18728997  -0.00507866   0.04298121
5.1476836  0.4857793   0.21495506   0.18053611   0.00677555   0.03876124
0.8821987  0.1078327   0.25212777   0.18738106  -0.00411011   0.04722707
2.4902363  -0.0843669   0.24303761   0.18940100  -0.00543619   0.04600201
5.1949236  0.7327743   0.19311634   0.17703988   0.00455979   0.03416850
1.3875351  -1.0989127   0.17709234   0.17392001  -0.00203294   0.03079577
3.5503113  0.5895182   0.21869043   0.18422148  -0.00195677   0.04028364
6.1397865  1.5308130   0.17278212   0.17643790   0.00075557   0.03048474
4.3821346  0.2722974   0.24188328   0.18211719   0.00600419   0.04401505
5.8277503  0.6495682   0.19833468   0.18333346   0.00228428   0.03635616
5.1417398  -1.0551523   0.18470395   0.18094814   0.00170983   0.03341891
2.3278211  -0.0716166   0.24342607   0.18843155  -0.00636283   0.04582867
5.4099265  0.5511090   0.20743276   0.18136509   0.00550761   0.03759073
1.6456366  -0.0508647   0.24710239   0.18478608  -0.00737181   0.04560674
1.9339053  -0.3231917   0.22993021   0.18254167  -0.00768268   0.04191282
1.2957493  0.0999151   0.24990670   0.18610662  -0.00553986   0.04647860
0.5381702  1.2704347   0.17945187   0.17549534  -0.00172735   0.03148998
6.2707002  -0.0818109   0.24919842   0.19135964   0.00149645   0.04768428
0.7500812  -0.2069244   0.24975716   0.18604292  -0.00251598   0.04645922
1.2884103  0.3635169   0.23596856   0.18733063  -0.00350675   0.04419184
6.0263053  -0.6053690   0.21436520   0.18732753   0.00188555   0.04015295
6.2561321  0.3849210   0.22607763   0.18898231  -0.00096137   0.04272375
3.7549166  0.0052600   0.25409546   0.18851614   0.00263882   0.04789413
3.6671989  -1.0063160   0.18706277   0.17910054   0.00255553   0.03349651
3.6611691  -0.1715032   0.24837400   0.18910381   0.00303447   0.04695926
1.3145600  0.4876015   0.22565101   0.18732095  -0.00239608   0.04226342
2.6444356  -0.8074987   0.18660419   0.18033670  -0.00213162   0.03364704
4.3594265  0.0890663   0.25068018   0.18446673   0.00590786   0.04620725
1.4861577  1.0321276   0.18479797   0.18354951   0.00049457   0.03391933
2.3520143  -1.1746539   0.17508158   0.17312258  -0.00123562   0.03030905
0.2890144  -0.9824247   0.18573825   0.17953123   0.00246288   0.03333975
4.8458109  -0.3052662   0.23797189   0.18768024   0.00493491   0.04463827
3.0905392  -0.3623311   0.22781122   0.18921429   0.00063309   0.04310474
3.8079291  -1.2383754   0.18098253   0.17566752   0.00080978   0.03179210
0.2047547  0.4990840   0.21883395   0.18743607  -0.00313091   0.04100757
0.3381839  -0.5902256   0.21827182   0.18489745   0.00221474   0.04035300
0.6740642  0.5765160   0.21807504   0.18545499  -0.00321816   0.04043275
3.5138270  -1.2932912   0.17736581   0.17605264   0.00238011   0.03122005
0.6381321  -1.3640897   0.17626671   0.17277175   0.00112255   0.03045265
2.2833756  -0.7297901   0.19239548   0.17845513  -0.00416820   0.03431659
0.7542032  0.2281889   0.24651474   0.18796472  -0.00375121   0.04632200
2.9318432  0.6403326   0.21120481   0.18686409  -0.00178825   0.03946340
4.0915975  0.7057941   0.20692457   0.17745647   0.00179080   0.03671690
0.4433016  0.8389049   0.19487140   0.18190764  -0.00345247   0.03543668
0.0660004  0.0191806   0.24940979   0.19121145   0.00044411   0.04768981
3.2069819  0.1088905   0.24952242   0.19111192  -0.00119285   0.04768529
6.2203050  -0.9162326   0.18885095   0.18268096   0.00106073   0.03449835
2.0161146  -0.5489001   0.20902942   0.17961375  -0.00629909   0.03750488
1.6009446  0.9397932   0.18925068   0.18469760  -0.00041393   0.03495397
6.1795963  0.6982749   0.19673683   0.18466300  -0.00125342   0.03632844
0.0227413  0.5307542   0.21315798   0.18722284  -0.00200173   0.03990404
0.0415703  0.3054721   0.23379366   0.18976343  -0.00112725   0.04436422
0.1440396  0.4547452   0.22202097   0.18808515  -0.00261816   0.04175199
4.7544643  -0.8133852   0.19734913   0.18600532   0.00089878   0.03670718
1.2789037  0.2617111   0.24302246   0.18707132  -0.00436013   0.04544352
4.6018609  -0.8665105   0.19413947   0.18538377  -0.00010009   0.03599030
5.6516473  -0.2738078   0.23979348   0.18991128   0.00422092   0.04552167
0.3477933  0.1156272   0.24939446   0.19004175  -0.00194756   0.04739157
0.8586381  -0.3308486   0.24160418   0.18364380  -0.00279000   0.04436133
5.7026419  0.2532540   0.23335643   0.18825689   0.00476147   0.04390828
5.1484619  1.2058262   0.17423271   0.17279173  -0.00018243   0.03010594
3.0765509  1.3792622   0.17350569   0.17739250   0.00031322   0.03077851
5.3498284  -0.2479238   0.24067333   0.18890028   0.00530496   0.04543512
1.3609218  0.9180011   0.19138807   0.18445952   0.00076541   0.03530277
4.0184921  1.1653567   0.17919683   0.17283174   0.00033840   0.03097079
5.7223478  0.1451286   0.24040623   0.18946981   0.00478466   0.04552683
3.1107035  -1.4076753   0.17289171   0.17688422   0.00041648   0.03058164
6.0535104  -0.1888582   0.24517298   0.19122407   0.00289822   0.04687457
6.2831714  0.5324521   0.21268734   0.18719502  -0.00181467   0.03981072
4.9237007  -1.3182617   0.17658313   0.17883687   0.00157944   0.03157708
2.9522076  0.1859720   0.24552408   0.19124685  -0.00272053   0.04694831
0.2985485  -0.4154529   0.23431213   0.18757400   0.00169456   0.04394799
3.4556079  0.4822267   0.22844228   0.18661532  -0.00192185   0.04262714
3.1298322  -0.3966908   0.22520253   0.18885837   0.00115380   0.04253005
1.2230908  1.3784985   0.17627177   0.17745419   0.00207061   0.03127588
3.7631266  -0.5568188   0.21933533   0.18574078   0.00346178   0.04072753
2.1537629  -1.0564934   0.17680709   0.17348847  -0.00139156   0.03067205
2.2198273  -0.7429585   0.19165406   0.17779513  -0.00420808   0.03405745
2.8045294  0.4410444   0.22884123   0.18927036  -0.00266635   0.04330575
1.4977885  -0.1395309   0.24588279   0.18346579  -0.00725686   0.04505842
0.0417089  0.1892056   0.24217671   0.19064152  -0.00044064   0.04616874
3.7687360  -0.5160180   0.22301120   0.18622144   0.00352777   0.04151702
0.8091342  -0.2059797   0.24962278   0.18557823  -0.00297628   0.04631569
3.4492474  0.5093123   0.22587612   0.18631174  -0.00204623   0.04207919
2.9237050  -0.9723448   0.17919476   0.18013774   0.00014543   0.03227972
1.2062575  0.0825024   0.25103587   0.18612021  -0.00532187   0.04669453
5.1983627  0.6462698   0.20007730   0.17834087   0.00539013   0.03565290
5.6306169  0.9907044   0.17821409   0.17608666   0.00218600   0.03137635
3.0979691  -1.1041720   0.17633595   0.17922017   0.00131317   0.03160123
3.9208361  0.1049634   0.25335282   0.18677650   0.00319265   0.04731016
3.1652396  -0.4371507   0.22193892   0.18839706   0.00164484   0.04180994
3.8419858  0.2116278   0.24960788   0.18640350   0.00211117   0.04652332
0.7253548  0.2148097   0.24720791   0.18810073  -0.00370031   0.04648629
5.0763373  -0.5230426   0.22096460   0.18754148   0.00349291   0.04142783
4.6926769  -0.3035293   0.23874177   0.18745878   0.00461746   0.04473292
0.7932303  1.1538055   0.18353726   0.17710809   0.00009748   0.03250592
1.9677793  0.5893815   0.21535739   0.18703479  -0.00307330   0.04026988
2.2831200  0.3022009   0.23781110   0.18901630  -0.00474461   0.04492766
0.5092657  -0.9734760   0.18733884   0.17731509   0.00220522   0.03321314
5.2916373  0.8052217   0.18766877   0.17644677   0.00373882   0.03309957
0.9606529  -1.1661226   0.17870738   0.17278634  -0.00091986   0.03087735
0.5191558  0.0252961   0.25332910   0.18918122  -0.00229757   0.04791983
6.2349386  0.9044127   0.18368800   0.18177520  -0.00174322   0.03338688
2.2275370  -0.5716928   0.20573846   0.18069172  -0.00553451   0.03714460
1.7635262  -0.3348128   0.23056877   0.18148671  -0.00772997   0.04178541
3.3929576  -0.0602113   0.25033161   0.19055681   0.00102053   0.04770135
3.6131778  0.9171209   0.19071159   0.17851473  -0.00233692   0.03403937
2.7017084  -0.7396628   0.19127128   0.18196844  -0.00188158   0.03480179
5.9227070  -0.2976541   0.23921679   0.19049519   0.00323803   0.04555916
6.1146315  -1.1324216   0.17867975   0.17972322  -0.00049476   0.03211265
0.4441674  0.6504896   0.20901185   0.18478866  -0.00377885   0.03860874
5.2225219  0.2630469   0.23359132   0.18441395   0.00747975   0.04302155
2.4523893  0.2786610   0.23941298   0.18968801  -0.00438846   0.04539451
2.9218196  0.2551628   0.24227431   0.19090518  -0.00286847   0.04624319
1.2533588  -0.3337215   0.23726657   0.18124112  -0.00594161   0.04296716
2.9175938  -0.6804460   0.19699812   0.18444432   0.00002983   0.03633518
0.8317012  -1.1520931   0.17975290   0.17301016   0.00001230   0.03109908
1.0869592  -0.3053934   0.24145517   0.18238278  -0.00482264   0.04401401
2.2743301  -0.6820280   0.19609614   0.17918351  -0.00456068   0.03511639
2.4062693  0.1656331   0.24410671   0.18980712  -0.00516975   0.04630646
4.1558969  0.8829379   0.19197410   0.17494388   0.00167399   0.03358189
3.6269630  -0.6492232   0.20970240   0.18471445   0.00370058   0.03872137
1.5420699  0.6811611   0.20785457   0.18702698  -0.00133580   0.03887263
2.6688891  -0.5187272   0.21003696   0.18532704  -0.00291439   0.03891703
3.7971705  0.0913499   0.25367281   0.18777992   0.00244957   0.04762866
2.1881891  1.0177730   0.18677923   0.18028788  -0.00120164   0.03367259
5.6140509  0.3950199   0.22137199   0.18566847   0.00504785   0.04107632
3.5834910  0.7734765   0.20167834   0.18102457  -0.00230205   0.03650343
0.6141730  -0.7818906   0.20146021   0.17904763   0.00139302   0.03606903
0.2922035  -0.2782780   0.24449463   0.18903624   0.00100001   0.04621734
3.4398750  0.6573220   0.21158798   0.18427575  -0.00246001   0.03898448
4.4125139  1.0116052   0.18173218   0.17393513   0.00245475   0.03160358
2.6334993  0.4808993   0.22520636   0.18848728  -0.00267739   0.04244137
6.0237744  0.3965789   0.22263664   0.18833297   0.00125445   0.04192825
0.4392038  -0.8585222   0.19475459   0.17973936   0.00240930   0.03499926
4.4638464  0.1254275   0.24845029   0.18376541   0.00649683   0.04561436
4.5278096  0.5331235   0.21767257   0.17827496   0.00583038   0.03877158
3.6524874  -1.1350366   0.18232884   0.17726566   0.00223888   0.03231563
4.3113117  -0.7551941   0.20367715   0.18507813   0.00003950   0.03769618
1.6493192  -1.2037920   0.17336313   0.17403646  -0.00045242   0.03017130
0.9493131  0.3284366   0.23994558   0.18726870  -0.00359226   0.04492139
2.1851060  -0.2486346   0.23415102   0.18541169  -0.00711921   0.04336365
0.7131181  0.2295830   0.24628901   0.18811043  -0.00368652   0.04631594
3.9460228  0.5358072   0.22400695   0.18110891   0.00121724   0.04056817
5.8081033  -0.8152058   0.19710070   0.18365827   0.00038816   0.03619902
2.9952516  -0.5568182   0.20863055   0.18659872   0.00050986   0.03892993
4.9896712  -0.5869744   0.21546546   0.18729289   0.00294375   0.04034648
1.3384077  1.0007669   0.18700184   0.18335231   0.00118732   0.03428581
3.8658089  -0.2960104   0.24194087   0.18783264   0.00369379   0.04543075
1.9858346  -0.3427761   0.22791651   0.18258712  -0.00753355   0.04155786
3.8104226  -0.9902397   0.18914166   0.17927261   0.00156581   0.03390547
3.0081471  0.1666706   0.24654439   0.19130135  -0.00243503   0.04715834
2.3938247  -0.1618268   0.23930007   0.18806857  -0.00606905   0.04496799
5.1429669  1.1247482   0.17522153   0.17307508   0.00050149   0.03032623
4.3523070  0.4111278   0.23143439   0.18032752   0.00537976   0.04170505
5.6390075  0.7532553   0.19021991   0.17987040   0.00320602   0.03420465
5.0147467  -0.3295647   0.23599438   0.18799819   0.00495719   0.04434194
2.5534730  -0.6621900   0.19712982   0.18195212  -0.00328728   0.03585738
0.3548778  -0.7123479   0.20672306   0.18289094   0.00244846   0.03780178
2.8019667  -0.8210353   0.18613799   0.18149136  -0.00087957   0.03378166
0.8389419  0.2823829   0.24321839   0.18757798  -0.00375929   0.04560828
0.2557015  -0.1475290   0.25024509   0.19015658   0.00037647   0.04758561
0.1013663  -0.2996417   0.24177574   0.18994504   0.00191290   0.04592044
6.2147405  0.6987509   0.19711488   0.18474495  -0.00158490   0.03641347
4.9837057  -0.9442710   0.18923981   0.18368816   0.00156323   0.03475867
2.6829936  0.1061788   0.24608101   0.19096221  -0.00406061   0.04697568
2.4004569  0.6645827   0.20948470   0.18560576  -0.00190652   0.03887793
2.2741031  -1.3889346   0.17523076   0.17210093  -0.00000400   0.03015738
2.7801773  0.2069625   0.24380109   0.19098844  -0.00344438   0.04655132
6.1838037  -0.6204321   0.21325395   0.18705897   0.00210092   0.03988665
1.2691196  -0.5122692   0.22134483   0.17875522  -0.00530452   0.03953841
4.1035480  0.3668844   0.23802695   0.18234384   0.00353422   0.04339026
1.5313199  -0.6289176   0.20661524   0.17709757  -0.00565010   0.03655913
5.4856244  0.8912483   0.18238594   0.17634988   0.00286223   0.03215555
4.9434755  0.2671802   0.23536764   0.18260874   0.00788367   0.04291804
0.2400254  -0.3042119   0.24247435   0.18915255   0.00139208   0.04586270
4.5278812  0.2575647   0.24094409   0.18196559   0.00684849   0.04379663
1.3068753  1.4955440   0.17412901   0.17669445   0.00163966   0.03076494
0.8467342  0.5569645   0.22073576   0.18576372  -0.00257822   0.04099805
6.1318988  1.2916752   0.17315178   0.17717877   0.00016209   0.03067879
4.3056920  0.0907685   0.25118962   0.18464434   0.00561849   0.04634917
1.5005041  0.3242596   0.23761417   0.18747421  -0.00430602   0.04452799
5.0619512  -1.3084420   0.17764713   0.17784359   0.00195469   0.03158958
0.8871100  -0.5303781   0.22401646   0.18050216  -0.00203016   0.04043133
3.5613666  -1.0486944   0.18402287   0.17878036   0.00293465   0.03289106
1.7392364  -0.5091897   0.21525797   0.17895147  -0.00683105   0.03847407
0.0424740  1.0454786   0.17886291   0.17997696  -0.00213976   0.03218662
0.9749841  0.7920573   0.20164219   0.18346712  -0.00038785   0.03699456
0.6917487  -0.3152731   0.24335398   0.18529476  -0.00144351   0.04509013
2.7140819  -0.2944398   0.23057403   0.18874209  -0.00330646   0.04350809
1.7889722  -0.0441395   0.24611498   0.18536541  -0.00752047   0.04556465
3.8171319  -0.8853996   0.19469042   0.18094379   0.00195381   0.03522420
2.6153862  -0.4158518   0.21955690   0.18649308  -0.00379468   0.04093144
1.5382075  1.1679788   0.17952755   0.18182528   0.00023598   0.03264259
1.2234002  -0.6991673   0.20442179   0.17651688  -0.00395037   0.03606829
2.0360906  1.1525383   0.18167028   0.17914471  -0.00169563   0.03254239
5.9963980  -0.8166379   0.19631770   0.18413547   0.00060264   0.03614869
3.8258058  -0.9574085   0.19082485   0.17980948   0.00157450   0.03430964
2.4326316  -0.8778960   0.18285635   0.17724842  -0.00280459   0.03240313
2.9435564  0.4470412   0.22876826   0.18929254  -0.00254053   0.04329767
2.7206113  -0.6357075   0.19961576   0.18384017  -0.00201829   0.03669332
5.6739430  0.6419954   0.19881694   0.18210636   0.00352485   0.03619340
4.0497506  0.1802970   0.25030795   0.18511394   0.00383112   0.04632081
0.7962301  -0.4943129   0.22797032   0.18181744  -0.00135718   0.04144714
3.1366775  0.5823221   0.21718962   0.18731879  -0.00235758   0.04067814
1.5043695  -0.6669093   0.20350724   0.17666672  -0.00528758   0.03592500
2.0670892  0.5882423   0.21559021   0.18684910  -0.00307225   0.04027340
5.6274347  0.8404878   0.18474089   0.17831238   0.00283633   0.03293354
1.0642938  -1.4194942   0.17473881   0.17310978  -0.00166075   0.03024624
3.8515129  1.4682274   0.17618696   0.17240277  -0.00044586   0.03037492
5.6892898  -0.2917380   0.23887411   0.18993653   0.00399822   0.04535493
2.2676659  0.3795973   0.23269223   0.18857947  -0.00423256   0.04386306
0.3371684  0.2416062   0.24235055   0.18954325  -0.00263616   0.04592896
2.2625582  0.2149537   0.24220270   0.18914501  -0.00538185   0.04578247
