%% LAL: 7.6.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALFrame: 3.0.5 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALSimulation: 6.0.0 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALInference: 4.1.7 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% LALPulsar: 7.0.1 (CLEAN 66b61e11399a21c5dd2ec3af5f8bb4f4698d367a)
%% argv[0]: '/home/damoncht/.conda/envs/ml/bin/lalpulsar_ComputeAntennaPattern'
%% argv[1]: '@L1config.txt'
%% columns:
%% Alpha   Delta        A_L1         B_L1         C_L1         D_L1
4.9700577  -1.4347983   0.17524222   0.17695607   0.00188143   0.03100663
5.4757656  0.7253974   0.19256128   0.17892073   0.00404939   0.03443681
0.1561561  0.9490160   0.18423086   0.18110529  -0.00304501   0.03335591
3.8014828  0.9712097   0.18784389   0.17586845  -0.00134991   0.03303399
0.6918770  0.9533235   0.19108185   0.17988534  -0.00152921   0.03437049
3.1415978  0.6812281   0.20788741   0.18594202  -0.00217129   0.03865029
5.8813953  1.1539913   0.17439751   0.17648982   0.00136467   0.03077752
5.6151147  0.1614416   0.23933885   0.18863690   0.00554871   0.04511735
4.6178790  1.0325368   0.17888728   0.17413867   0.00227041   0.03114604
5.1497951  0.1819264   0.23930079   0.18497331   0.00769867   0.04420499
2.4048061  -0.9047794   0.18163624   0.17661022  -0.00270619   0.03207149
2.3405705  -0.0198383   0.24484150   0.18889222  -0.00618216   0.04621043
6.1115283  0.4091361   0.22225082   0.18847853   0.00030898   0.04188941
2.3349757  0.1213295   0.24504143   0.18943541  -0.00566824   0.04638739
2.5589536  -0.1646203   0.23927546   0.18916784  -0.00492860   0.04523893
0.5994637  -0.6075316   0.21750569   0.18196627   0.00090075   0.03957789
4.7744840  0.7734527   0.19305590   0.17568949   0.00443824   0.03389819
3.9367801  -0.4142949   0.23295109   0.18699278   0.00339475   0.04354865
3.5015831  -1.0106278   0.18464759   0.17955321   0.00319975   0.03314383
0.3974242  -0.8740684   0.19339290   0.17995891   0.00251593   0.03479645
2.8828565  0.7321741   0.20306128   0.18548456  -0.00118296   0.03766333
0.5398656  -0.5798308   0.22008857   0.18302023   0.00119871   0.04027922
4.9288531  -1.2408121   0.17812186   0.17988461   0.00149837   0.03203914
2.4664710  0.0549320   0.24577300   0.18997365  -0.00533370   0.04666195
4.0197145  -0.0520432   0.25351667   0.18717752   0.00409740   0.04743583
0.0275920  0.0067863   0.24924995   0.19130708   0.00077394   0.04768268
1.4560156  0.5093202   0.22306424   0.18757646  -0.00247204   0.04183549
1.0067929  -0.1616390   0.25037232   0.18466467  -0.00459263   0.04621383
4.1178888  1.1487780   0.17909771   0.17287616   0.00101525   0.03096069
0.7766442  1.0630739   0.18659003   0.17839620  -0.00035346   0.03328683
2.9963479  1.2726689   0.17516679   0.17818855   0.00075840   0.03121214
4.9288896  -0.9618123   0.18816595   0.18377751   0.00135387   0.03457884
5.0612067  0.6689277   0.19906268   0.17740075   0.00536122   0.03528513
2.2751253  0.7235660   0.20475148   0.18477444  -0.00190751   0.03782920
4.0392570  0.2525562   0.24663302   0.18434595   0.00348024   0.04545369
3.0978580  -1.3606814   0.17304417   0.17708108   0.00045818   0.03064264
4.9471200  -1.1831474   0.17962274   0.18057808   0.00150278   0.03243367
0.7861573  0.0855969   0.25287753   0.18778367  -0.00375175   0.04747220
0.2023547  -0.2904352   0.24310549   0.18950249   0.00148427   0.04606689
3.6054555  -0.1236411   0.25013667   0.18947992   0.00257234   0.04738926
0.8371556  0.4805718   0.22740410   0.18646303  -0.00301496   0.04239337
0.0049881  -0.2833388   0.24210644   0.19042709   0.00218041   0.04609887
0.2383853  -0.7695398   0.20098436   0.18312828   0.00256290   0.03679935
2.0495320  0.1357406   0.24480148   0.18805242  -0.00637216   0.04599490
5.8037089  0.8016413   0.18698637   0.18059528   0.00202519   0.03376475
1.6884771  -0.3938338   0.22641248   0.18038914  -0.00744926   0.04078686
0.7431060  -0.0524215   0.25422275   0.18741280  -0.00316974   0.04763455
4.7262922  0.5532086   0.21299763   0.17804940   0.00633666   0.03788395
5.7916589  0.0970416   0.24291980   0.19020388   0.00430896   0.04618572
3.9626004  0.8479367   0.19583857   0.17627549   0.00013492   0.03452152
3.5142799  -0.2993900   0.23859490   0.18901891   0.00306941   0.04508953
3.9472359  -0.3238044   0.24019580   0.18750325   0.00365435   0.04502414
3.3291615  -0.1711981   0.24493909   0.19042963   0.00136458   0.04664180
2.7027891  -0.4246256   0.21899225   0.18698759  -0.00294784   0.04094014
5.0052488  0.0095089   0.24623002   0.18607140   0.00737612   0.04576196
6.1127911  0.1756635   0.24082628   0.19072236   0.00140089   0.04592899
0.0479672  1.2505941   0.17450464   0.17781423  -0.00151251   0.03102712
3.5006235  -0.5408864   0.21739148   0.18652108   0.00374695   0.04053405
2.6562261  -0.2373478   0.23476924   0.18903871  -0.00399914   0.04436448
2.9026062  -0.1173679   0.24339738   0.19096431  -0.00223687   0.04647521
4.2080181  -0.0382014   0.25280967   0.18622273   0.00492324   0.04705467
5.4280830  0.6682773   0.19716340   0.17951068   0.00462320   0.03537156
2.0083315  1.0553395   0.18472911   0.18087976  -0.00170205   0.03341086
5.1314222  -0.2745568   0.23925710   0.18819851   0.00542077   0.04499844
0.1833119  -0.7862633   0.19927682   0.18333770   0.00247163   0.03652885
3.5048601  -0.8684066   0.19182639   0.18167947   0.00356247   0.03483823
3.3357972  1.5182733   0.17338975   0.17589666  -0.00154150   0.03049630
3.1074472  -0.1274310   0.24474101   0.19104634  -0.00052221   0.04675660
4.9034131  -0.3560734   0.23436150   0.18787767   0.00459305   0.04401020
1.1343518  0.2863727   0.24229996   0.18716255  -0.00393522   0.04533399
1.0423530  0.3166015   0.24060003   0.18721783  -0.00366380   0.04503119
3.6604066  -0.3296294   0.23789439   0.18827820   0.00355249   0.04477771
5.8818396  -1.0987826   0.18143342   0.17935771  -0.00120423   0.03254003
1.0013900  0.2362778   0.24596642   0.18725966  -0.00406179   0.04604309
5.2170006  -0.2716479   0.23939450   0.18843976   0.00537230   0.04508258
1.4726176  -0.9885614   0.18090552   0.17427182  -0.00259707   0.03151999
4.6413671  0.8631804   0.18791191   0.17492941   0.00359989   0.03285836
0.7989565  -0.0813236   0.25377813   0.18682311  -0.00340773   0.04740001
4.6476103  0.6670482   0.20347235   0.17666492   0.00528985   0.03591844
5.4895143  -1.2588948   0.17999353   0.17589031  -0.00003935   0.03165912
4.2254956  -0.2503017   0.24481615   0.18714640   0.00410286   0.04579963
6.0218646  -0.5010335   0.22385226   0.18866658   0.00236889   0.04222783
1.1583317  0.4594803   0.22883019   0.18703620  -0.00256996   0.04279292
2.6470671  1.2396619   0.17856884   0.17693624   0.00163498   0.03159263
5.1119810  0.0232621   0.24551256   0.18650736   0.00736219   0.04573570
4.1367844  -0.5132407   0.22465996   0.18641181   0.00236381   0.04187368
4.5688225  -0.4297911   0.22994858   0.18758120   0.00314571   0.04312413
5.9743610  -1.1195917   0.18000808   0.17947131  -0.00110889   0.03230506
0.0921218  -0.0555018   0.25028363   0.19113743   0.00073358   0.04783803
2.3932935  -0.5811795   0.20431530   0.18191309  -0.00470696   0.03714547
1.0572160  -0.5891633   0.21678728   0.17852362  -0.00330390   0.03869073
5.3233738  0.2597068   0.23335937   0.18523434   0.00711888   0.04317549
2.7522251  -1.0699220   0.17580774   0.17753622  -0.00122214   0.03121075
2.4140768  -0.1163195   0.24162705   0.18864727  -0.00593427   0.04554707
3.6392603  0.4563428   0.23165181   0.18526860  -0.00086427   0.04291706
1.4992295  -0.0720187   0.24804884   0.18429101  -0.00707613   0.04566310
3.0801549  0.3947217   0.23375829   0.18965857  -0.00249034   0.04432806
4.8544440  -0.0886793   0.24692583   0.18639494   0.00669734   0.04598087
3.1714026  0.0325183   0.24967520   0.19131584  -0.00098376   0.04776585
4.5489838  0.6745414   0.20412005   0.17658627   0.00496693   0.03602013
0.3820887  -0.1925699   0.24953800   0.18909232  -0.00005189   0.04718572
4.5356512  -0.0082781   0.25010225   0.18517807   0.00637516   0.04627281
3.4157010  0.5929654   0.21765134   0.18543418  -0.00237471   0.04035436
0.8545009  -0.5016521   0.22695887   0.18120363  -0.00186755   0.04112228
2.0892989  -0.3422830   0.22727162   0.18332663  -0.00726867   0.04161211
5.8228165  0.8537539   0.18393841   0.17993495   0.00177553   0.03309380
2.8820493  0.1322245   0.24662371   0.19136883  -0.00299990   0.04718709
3.7698359  -0.1482242   0.25019896   0.18863142   0.00332709   0.04718431
0.4741814  0.5936457   0.21434499   0.18552054  -0.00377362   0.03975116
3.3094801  -1.3462016   0.17452691   0.17676328   0.00191747   0.03084627
0.2851374  -0.3326158   0.24080063   0.18857840   0.00133988   0.04540800
5.1676916  -0.2236285   0.24179758   0.18823640   0.00578437   0.04548165
0.9676266  -0.5953845   0.21712315   0.17894982  -0.00246695   0.03884806
2.0697463  1.1334379   0.18236093   0.17917611  -0.00159909   0.03267216
2.2459735  -0.1866499   0.23806132   0.18667522  -0.00688026   0.04439281
1.5015750  0.8233781   0.19692911   0.18588254  -0.00030590   0.03660559
0.7634248  0.8075517   0.20023569   0.18232343  -0.00166678   0.03650488
1.4371005  0.5369569   0.22074176   0.18748295  -0.00217359   0.04138059
4.8339034  -0.7857869   0.19927776   0.18612811   0.00138675   0.03708927
0.5837930  0.7571861   0.20235866   0.18294682  -0.00306271   0.03701149
3.5064423  -0.3236606   0.23659657   0.18885268   0.00314555   0.04467200
2.4494292  -0.8403517   0.18480757   0.17798819  -0.00296051   0.03288480
2.3362235  -0.0878531   0.24283479   0.18835458  -0.00634670   0.04569877
3.0738783  0.9749328   0.18529062   0.18184674  -0.00078298   0.03369388
6.1564135  -0.3517298   0.23668967   0.19016217   0.00259829   0.04500267
4.9947307  0.9017528   0.18307376   0.17467721   0.00286789   0.03197059
1.6712929  -0.8808652   0.18526578   0.17484067  -0.00331174   0.03238103
1.8280653  0.4739069   0.22508074   0.18782473  -0.00372546   0.04226185
0.2075293  -0.9167029   0.18943103   0.18121262   0.00236110   0.03432172
1.2457943  -1.3138951   0.17380464   0.17373350  -0.00170518   0.03019278
4.3212452  -1.0305258   0.18663247   0.18180759  -0.00161487   0.03392859
4.5323987  -0.9037511   0.19208995   0.18475482  -0.00058282   0.03548920
1.5460003  1.0281512   0.18482049   0.18366361   0.00009796   0.03394479
0.2549959  -0.1162268   0.25102317   0.19029959   0.00017253   0.04776958
0.8611316  -0.1498154   0.25176322   0.18577072  -0.00359080   0.04675734
2.6378672  -0.7718310   0.18891092   0.18086426  -0.00228013   0.03416203
2.1290710  0.7244546   0.20453185   0.18511841  -0.00225386   0.03785753
2.7151942  -0.0620919   0.24450062   0.19068967  -0.00386065   0.04660884
0.1070709  0.0213104   0.24977659   0.19110091   0.00015967   0.04773251
0.1866199  0.4915021   0.21925750   0.18756714  -0.00300966   0.04111645
1.4338283  -0.1652091   0.24551797   0.18313441  -0.00705646   0.04491299
6.2474365  -0.8272043   0.19524652   0.18392682   0.00156577   0.03590862
4.8900695  -0.0812473   0.24682905   0.18644355   0.00679225   0.04597355
1.8787198  -0.4754059   0.21697891   0.17998473  -0.00703009   0.03900347
0.2675707  -1.1446558   0.17842183   0.17771167   0.00215951   0.03170298
0.5126403  0.2524221   0.24349165   0.18880080  -0.00332181   0.04596038
2.1555860  0.7463492   0.20289215   0.18472692  -0.00210150   0.03747523
5.0134594  -0.7506667   0.20203874   0.18585128   0.00212049   0.03754466
3.2080473  -0.9282964   0.18393137   0.18152326   0.00258252   0.03338115
6.1134744  -1.3655128   0.17408347   0.17732957  -0.00106769   0.03086901
1.3727937  0.4471724   0.22878881   0.18748978  -0.00286968   0.04288733
2.9806975  -0.1030120   0.24466461   0.19114684  -0.00165875   0.04676411
1.1428606  0.8519277   0.19685619   0.18382923   0.00061951   0.03618754
3.1449542  -0.7580093   0.19348845   0.18397653   0.00225817   0.03559223
6.2377434  -1.0855789   0.17994550   0.18030554   0.00049722   0.03244492
4.8777959  0.9645038   0.18038864   0.17430490   0.00233131   0.03143719
4.3763444  -0.7396245   0.20454769   0.18559690   0.00013137   0.03796340
2.7705453  -0.3502840   0.22608541   0.18838383  -0.00256384   0.04258426
5.6892380  1.0403200   0.17674330   0.17596270   0.00195408   0.03109641
2.9081451  -0.1171925   0.24344733   0.19097628  -0.00219170   0.04648786
2.2980380  0.3265369   0.23633216   0.18895300  -0.00453703   0.04463509
4.8771528  -0.3889680   0.23199286   0.18788254   0.00425935   0.04356927
5.9443727  1.0992735   0.17520753   0.17764343   0.00096261   0.03112354
4.5566057  -0.7823110   0.20029484   0.18603748   0.00017965   0.03726231
3.9054328  -0.7320298   0.20576133   0.18343619   0.00206133   0.03773982
4.8272053  0.1469881   0.24357076   0.18373935   0.00774027   0.04469362
1.1345259  -0.0785015   0.25174770   0.18489747  -0.00544261   0.04651789
0.5026117  -0.9984944   0.18590508   0.17704830   0.00222783   0.03290922
5.3930528  0.5146038   0.21086128   0.18184660   0.00580859   0.03831067
3.5804429  0.6721339   0.21087725   0.18264259  -0.00209019   0.03851080
5.7880147  0.4882701   0.21283786   0.18563056   0.00323825   0.03949872
1.7822456  -0.5479568   0.21116039   0.17856055  -0.00654690   0.03766205
0.2576530  0.2850659   0.23822834   0.18950450  -0.00247332   0.04513923
5.8170712  -0.7655835   0.20081362   0.18450153   0.00071766   0.03704991
3.0448498  -0.3140040   0.23146364   0.18966649  -0.00003375   0.04390090
3.5666730  1.2647815   0.17639524   0.17502619  -0.00214498   0.03086919
5.6768817  0.0550540   0.24413693   0.18986130   0.00512555   0.04632588
3.2787283  -0.4721933   0.22029981   0.18788749   0.00264170   0.04138460
4.1712277  0.1662363   0.24999279   0.18447489   0.00474334   0.04609489
4.6805643  1.1706916   0.17420959   0.17409435   0.00115437   0.03032757
0.4147548  -0.1239317   0.25202566   0.18930098  -0.00072183   0.04770819
5.1921522  0.9112634   0.18202853   0.17475192   0.00268760   0.03180261
3.6874640  0.1365367   0.25234300   0.18828776   0.00146963   0.04751094
4.9434347  0.5283371   0.21279241   0.17889920   0.00669660   0.03802355
5.0159510  -0.5643926   0.21741024   0.18738471   0.00313848   0.04072950
5.4155780  -0.2593476   0.24016444   0.18911901   0.00506017   0.04539406
2.7464114  -0.1767525   0.23920362   0.19006325  -0.00337502   0.04545243
0.2623890  0.4929153   0.22029640   0.18738194  -0.00337447   0.04126818
4.1011206  0.6199068   0.21485455   0.17863986   0.00227236   0.03837642
0.6046656  0.3193057   0.23947266   0.18806820  -0.00363160   0.04502400
1.5319331  0.9804615   0.18717788   0.18423958   0.00010026   0.03448556
6.1566259  0.8688423   0.18477874   0.18205163  -0.00108559   0.03363809
2.4515029  -0.2627951   0.23255669   0.18734361  -0.00557773   0.04353690
1.7060116  -0.5688750   0.21004133   0.17807040  -0.00636104   0.03736168
5.8408927  0.5508345   0.20714164   0.18505029   0.00250971   0.03832532
5.4686034  0.1824201   0.23815814   0.18734704   0.00646008   0.04457649
0.0644027  -0.5588644   0.21975420   0.18733200   0.00244117   0.04116104
2.2184766  -0.6674717   0.19749030   0.17901400  -0.00484085   0.03533010
0.7783565  0.2792435   0.24330923   0.18774423  -0.00373673   0.04566594
5.2341954  -0.1463941   0.24448973   0.18829520   0.00623087   0.04599742
3.5406953  0.7620628   0.20247240   0.18166108  -0.00241841   0.03677551
4.3056718  0.3357967   0.23827279   0.18156812   0.00531395   0.04323450
0.5275195  1.2563889   0.17962320   0.17569084  -0.00182471   0.03155482
4.9913208  -0.5586056   0.21789861   0.18745562   0.00313727   0.04083648
5.1008729  -0.6123275   0.21340016   0.18686442   0.00292850   0.03986832
0.5496951  -0.3546476   0.24037458   0.18611065  -0.00009301   0.04473626
4.6408897  0.5011526   0.21907401   0.17864151   0.00646316   0.03909394
6.0390360  0.1260955   0.24293819   0.19090299   0.00224656   0.04637258
5.2909155  -0.7872522   0.19987507   0.18415932   0.00193995   0.03680509
3.2650390  -1.2097329   0.17582335   0.17802973   0.00211998   0.03129729
2.3346964  -0.5689496   0.20557530   0.18161410  -0.00508786   0.03730949
4.5441303  0.2258860   0.24270539   0.18236643   0.00694659   0.04421306
4.6984784  -0.7512906   0.20212869   0.18654804   0.00095031   0.03770581
6.2246154  0.1220417   0.24475230   0.19108447   0.00074485   0.04676781
1.9091634  -0.0711749   0.24468611   0.18566656  -0.00761196   0.04537209
4.1988106  -0.4385210   0.23096886   0.18693189   0.00281081   0.04316755
0.0114166  0.7656469   0.19304588   0.18387192  -0.00232511   0.03549031
1.9909650  0.5936852   0.21501984   0.18694906  -0.00305517   0.04018842
4.9898885  0.5431898   0.21094772   0.17886959   0.00656145   0.03768908
2.2284802  0.4209364   0.22956818   0.18823120  -0.00401461   0.04319578
1.2730257  -0.6921629   0.20438072   0.17651197  -0.00427157   0.03605740
1.1308723  1.0134892   0.18774231   0.18162644   0.00150197   0.03409671
6.2165578  -0.3217018   0.23915841   0.19031453   0.00245586   0.04550929
4.0913928  -0.7181461   0.20726620   0.18426678   0.00103602   0.03819120
3.8053065  -0.5901008   0.21679898   0.18528825   0.00321722   0.04015995
5.0276877  0.1726970   0.24059865   0.18432386   0.00786325   0.04428624
4.2050648  -0.4525373   0.22976492   0.18688352   0.00269639   0.04293201
1.6914316  0.0529438   0.24746040   0.18600774  -0.00690080   0.04598193
4.7124816  -0.8653230   0.19386259   0.18552694   0.00047209   0.03596651
3.8058280  -0.9796616   0.18959887   0.17943271   0.00164569   0.03401753
3.9304788  -0.4343190   0.23123276   0.18684873   0.00333669   0.04319441
1.0244277  0.5423822   0.22206053   0.18627734  -0.00207018   0.04136056
5.4932167  0.3126872   0.22870576   0.18587781   0.00613269   0.04247372
1.6835355  -0.5008508   0.21668568   0.17890704  -0.00684877   0.03871969
0.8454771  0.5886301   0.21796654   0.18542768  -0.00240267   0.04041126
0.4232497  -0.3964409   0.23658752   0.18675178   0.00098589   0.04418217
1.9556538  0.1368038   0.24494803   0.18763788  -0.00646417   0.04591974
0.8751737  -0.7132667   0.20680876   0.17782374  -0.00106748   0.03677437
6.1013229  0.4627540   0.21712309   0.18776901   0.00018861   0.04076895
3.6718602  0.2904390   0.24491905   0.18703218   0.00036111   0.04580761
4.6466269  0.1676322   0.24455644   0.18311094   0.00732766   0.04472726
2.9372669  0.5536469   0.21921319   0.18803284  -0.00218149   0.04121452
3.5746996  0.5871552   0.21902555   0.18400995  -0.00183815   0.04029950
0.2376511  -0.8685719   0.19297883   0.18165046   0.00249932   0.03504845
3.4891269  0.3573233   0.23933560   0.18784800  -0.00117444   0.04495733
5.7234477  -0.1042069   0.24576189   0.19058834   0.00459878   0.04681820
1.2387347  1.2640410   0.17838745   0.17909490   0.00203554   0.03194414
3.0693460  -0.4702086   0.21761216   0.18792993   0.00092652   0.04089498
2.1684777  -1.1317563   0.17544021   0.17291559  -0.00082229   0.03033567
3.9534652  -0.5929188   0.21747948   0.18532372   0.00253360   0.04029769
0.7561711  -0.1523239   0.25202394   0.18653479  -0.00282903   0.04700323
4.3325123  -0.4651169   0.22820377   0.18708962   0.00251717   0.04268822
2.9576677  -0.0815115   0.24534038   0.19121952  -0.00193504   0.04691013
1.1167048  -0.3532498   0.23748738   0.18156280  -0.00489254   0.04309494
5.3928033  0.8529310   0.18455610   0.17630386   0.00322876   0.03252753
6.0927285  -0.4879676   0.22522205   0.18883355   0.00242177   0.04252361
5.1166391  0.2993567   0.23151352   0.18315072   0.00767493   0.04234296
5.6369811  1.3074121   0.17458844   0.17316453   0.00143057   0.03023048
5.9036870  -0.3564701   0.23527218   0.19001438   0.00308786   0.04469556
1.1633849  -0.8579723   0.19218700   0.17493989  -0.00275639   0.03361357
0.9160946  0.5294301   0.22326814   0.18613029  -0.00248535   0.04155078
1.4493519  -0.5253070   0.21750072   0.17833187  -0.00614216   0.03874958
0.5192494  -0.6875413   0.20971896   0.18154366   0.00173429   0.03807014
3.5165037  -0.5421625   0.21751580   0.18646219   0.00377006   0.04054426
6.0760700  0.3714020   0.22536954   0.18882205   0.00083193   0.04255405
4.9355301  -0.0696453   0.24671376   0.18650287   0.00690891   0.04596509
0.5157693  -0.0910491   0.25325212   0.18878639  -0.00156857   0.04780809
5.1510101  -0.5900804   0.21535070   0.18694182   0.00307969   0.04024857
5.3938341  1.4352978   0.17550440   0.17216298  -0.00027558   0.03021528
1.8342868  1.2396382   0.17840604   0.17954950  -0.00168560   0.03202987
2.1170870  -0.9157410   0.18169089   0.17486407  -0.00266036   0.03176413
4.7026380  -0.7680715   0.20082054   0.18641610   0.00087454   0.03743542
2.3995400  1.0702380   0.18459906   0.17880724   0.00005349   0.03300765
6.2408920  0.7123151   0.19636260   0.18459561  -0.00183784   0.03624430
5.0489618  0.6224798   0.20318894   0.17799264   0.00582315   0.03613223
5.3310830  -1.3727962   0.17830616   0.17489345   0.00109340   0.03118339
5.9888814  -0.7474288   0.20183273   0.18520047   0.00100865   0.03737850
5.8302566  0.9665500   0.17880887   0.17830373   0.00157178   0.03187982
5.1992992  0.0192998   0.24526560   0.18706654   0.00719332   0.04582924
1.4628281  1.2791448   0.17680468   0.18020426   0.00077272   0.03186036
4.7852060  -0.5386633   0.21984075   0.18769147   0.00276311   0.04125460
0.1865287  0.4280508   0.22510360   0.18831556  -0.00276935   0.04238284
4.2666623  1.3670946   0.17441063   0.17326005   0.00172614   0.03021541
3.9649542  -0.9536155   0.19161931   0.18029322   0.00044355   0.03454746
2.9995588  -0.0037856   0.24778278   0.19146715  -0.00194300   0.04743849
3.8475670  -0.8084540   0.19983013   0.18219328   0.00207801   0.03640339
2.1592574  0.2004128   0.24272609   0.18871303  -0.00573945   0.04577263
3.4984675  -0.7775885   0.19768611   0.18310185   0.00373233   0.03618276
2.8372011  1.1272939   0.17972580   0.17938446   0.00112655   0.03223874
5.0286328  -0.2123782   0.24249980   0.18774483   0.00591742   0.04549307
2.9987037  0.0915313   0.24805321   0.19148529  -0.00228594   0.04749331
0.6523254  0.4977855   0.22485226   0.18639001  -0.00349708   0.04189799
0.9254111  0.6069737   0.21650861   0.18542336  -0.00193267   0.04014202
5.1101599  -0.1245084   0.24520385   0.18762615   0.00653870   0.04596390
1.8346225  -0.1997205   0.23948190   0.18369102  -0.00790779   0.04392814
4.2376509  0.5693607   0.21822320   0.17861034   0.00373423   0.03896298
0.5279631  -0.0355106   0.25380403   0.18895774  -0.00198886   0.04795428
1.1981078  -0.7138383   0.20344433   0.17639749  -0.00371126   0.03587330
2.3825761  0.3442711   0.23529910   0.18909922  -0.00418623   0.04447735
2.4790434  0.6707724   0.20891447   0.18559293  -0.00166249   0.03877029
5.5229221  -0.8205600   0.19759171   0.18311141   0.00103365   0.03618023
4.8851027  -0.9755559   0.18736941   0.18382913   0.00114669   0.03444264
3.8376638  0.2877138   0.24523221   0.18559366   0.00164095   0.04551085
3.4421682  -0.6333693   0.20823812   0.18540934   0.00374324   0.03859528
3.5206755  1.4103799   0.17472233   0.17465532  -0.00201598   0.03051212
5.1274269  0.4556413   0.21789706   0.18087502   0.00700559   0.03936306
5.9452898  -0.3687432   0.23451950   0.18997519   0.00295521   0.04454415
0.9642380  -0.3980205   0.23542753   0.18188524  -0.00341063   0.04280916
5.1349533  -0.2851770   0.23865300   0.18821557   0.00533615   0.04488974
4.3921019  -0.7061816   0.20714763   0.18596695   0.00040257   0.03852245
3.9838611  -0.1061384   0.25224209   0.18755963   0.00397359   0.04729464
1.1617521  0.0205831   0.25223234   0.18573929  -0.00538443   0.04682047
4.1061805  -0.4093561   0.23357812   0.18697675   0.00312844   0.04366389
6.1107324  0.5555761   0.20847742   0.18652888  -0.00024074   0.03888700
1.0707496  -0.2666658   0.24426031   0.18299103  -0.00481397   0.04467427
4.8694508  -0.2545567   0.24089783   0.18752612   0.00541736   0.04514529
5.6108953  -0.8345375   0.19645452   0.18290240   0.00064967   0.03593158
4.2089685  0.0484629   0.25281033   0.18549868   0.00504903   0.04687049
6.0325428  -0.2799991   0.24074315   0.19074008   0.00294937   0.04591067
6.2260842  -0.2716323   0.24236834   0.19066182   0.00235316   0.04620485
1.6468749  1.4661423   0.17387280   0.17765658  -0.00086991   0.03088889
2.8647446  -0.5415303   0.20888177   0.18626912  -0.00088490   0.03890744
2.4539715  0.3731793   0.23341589   0.18909651  -0.00379301   0.04412374
1.0307316  0.7248734   0.20660071   0.18459721  -0.00062525   0.03813752
0.5397960  0.2844329   0.24150817   0.18851432  -0.00347925   0.04551564
0.6402949  -0.5613543   0.22197485   0.18227187   0.00036862   0.04045963
3.7907031  -0.7320152   0.20492740   0.18330884   0.00278321   0.03755726
4.1346125  -0.4839586   0.22721510   0.18660192   0.00258059   0.04239211
5.7002139  -1.2657162   0.17884050   0.17617263  -0.00139346   0.03150486
1.7349249  -0.5528796   0.21121061   0.17835246  -0.00650190   0.03762766
4.7273176  -0.6124341   0.21358034   0.18741280   0.00199581   0.04002371
1.5796016  0.7209566   0.20447426   0.18677913  -0.00122850   0.03819001
0.3589077  -0.5337952   0.22382550   0.18551485   0.00195472   0.04151913
3.3055552  -0.4501079   0.22274536   0.18810588   0.00272493   0.04189229
1.2042758  1.0768822   0.18447363   0.18137932   0.00177174   0.03345656
5.0561110  -0.0913799   0.24594659   0.18717565   0.00678789   0.04598914
4.4823906  -0.7589674   0.20245634   0.18595214   0.00012060   0.03764718
4.2301232  1.1975227   0.17694646   0.17293113   0.00157527   0.03059707
2.4381085  1.0524037   0.18510610   0.17911357   0.00021081   0.03315497
4.8211267  0.7312528   0.19594315   0.17613418   0.00485686   0.03448870
1.5723274  0.4610723   0.22669898   0.18777105  -0.00322269   0.04255712
0.2294775  -0.2216142   0.24716288   0.18986855   0.00098047   0.04692750
5.0467762  -0.8711289   0.19368434   0.18426642   0.00181892   0.03568621
0.1727184  1.0799233   0.17944530   0.17932314  -0.00276736   0.03217104
5.9727879  -0.9238462   0.18909463   0.18238711  -0.00011016   0.03448841
1.5157338  0.4613359   0.22690503   0.18771031  -0.00306749   0.04258301
2.3275658  0.3394101   0.23553930   0.18896970  -0.00437020   0.04449069
0.9028708  1.4305317   0.17771810   0.17421879   0.00129393   0.03096016
4.3468053  -0.4836168   0.22654621   0.18706682   0.00235301   0.04237374
2.2382453  -0.0655386   0.24371284   0.18786335  -0.00676612   0.04573893
2.7488813  0.7610464   0.20095471   0.18477155  -0.00076960   0.03713012
2.9574131  -0.7420941   0.19252008   0.18369989   0.00051826   0.03536565
1.7208946  -1.1053931   0.17533894   0.17385057  -0.00097590   0.03048182
2.1002176  1.0858082   0.18398105   0.17971173  -0.00149706   0.03306131
5.6453905  -1.1034713   0.18301012   0.17836797  -0.00070993   0.03264264
1.3362966  -0.0839303   0.24952556   0.18423130  -0.00647881   0.04592844
0.1855806  1.0300936   0.18128842   0.17992234  -0.00296125   0.03260907
2.4460581  0.4645853   0.22637695   0.18823510  -0.00318894   0.04260192
2.7039843  -0.3496381   0.22583118   0.18801197  -0.00321115   0.04244865
5.6599940  0.0440712   0.24442512   0.18982893   0.00522559   0.04637165
3.2233980  0.9575942   0.18638496   0.18153542  -0.00172993   0.03383248
5.2718842  -0.6468660   0.21076959   0.18609318   0.00265687   0.03921573
5.1643907  0.8428313   0.18579045   0.17547734   0.00342671   0.03259027
0.2820514  -0.0117106   0.25192684   0.19043081  -0.00070740   0.04797413
4.4641346  0.0070388   0.25076672   0.18509401   0.00616817   0.04637737
2.2947689  0.1818753   0.24346288   0.18929586  -0.00548569   0.04605642
5.9738821  -0.1289493   0.24640872   0.19130920   0.00325532   0.04712966
5.7243870  -0.3342303   0.23632470   0.18976220   0.00366092   0.04483209
